DOI,tobeverb,auxverb,conjunction,pronoun,preposition,nominalization 
10.1002-14651858.CD010910.pub3,21,7,25,26,88,42
10.1002-14651858.CD008661.pub2,22,3,18,22,49,16
10.1002-14651858.CD012804.pub2,28,5,27,13,82,30
10.1002-14651858.CD012918.pub2,23,9,27,15,58,29
10.1002-14651858.CD001088.pub4,17,6,29,24,66,32
10.1002-14651858.CD012767.pub2,28,4,19,23,84,18
10.1002-14651858.CD010808.pub2,18,3,10,20,51,11
10.1002-14651858.CD007370.pub4,8,5,5,9,16,6
10.1002-14651858.CD011927.pub2,10,1,8,12,44,13
10.1002-14651858.CD009324.pub5,12,0,6,13,34,9
10.1002-14651858.CD012213.pub2,9,3,13,18,39,8
10.1002-14651858.CD006281.pub5,25,3,26,26,111,23
10.1002-14651858.CD007794.pub3,11,0,5,10,46,7
10.1002-14651858.CD011326.pub2,6,4,13,6,26,8
10.1002-14651858.CD002239.pub4,27,7,18,25,88,25
10.1002-14651858.CD013502,15,6,30,18,93,29
10.1002-14651858.CD011588.pub3,23,3,11,21,69,20
10.1002-14651858.CD011822.pub2,39,5,20,26,90,21
10.1002-14651858.CD011207.pub2,23,12,26,33,79,19
10.1002-14651858.CD003907.pub5,16,7,41,19,102,19
10.1002-14651858.CD002243.pub4,11,3,19,13,61,16
10.1002-14651858.CD011260.pub2,17,9,18,14,71,16
10.1002-14651858.CD004344.pub7,9,3,10,10,49,13
10.1002-14651858.CD011359.pub2,7,2,19,15,43,13
10.1002-14651858.CD011257.pub2,19,3,19,13,31,5
10.1002-14651858.CD012803.pub2,17,1,15,5,69,26
10.1002-14651858.CD012459.pub2,13,3,20,20,57,14
10.1002-14651858.CD009629.pub4,14,2,9,14,42,18
10.1002-14651858.CD008558.pub2,19,5,34,20,86,22
10.1002-14651858.CD004542.pub3,17,4,14,22,34,15
10.1002-14651858.CD003531.pub4,28,6,18,45,97,16
10.1002-14651858.CD008557.pub4,13,5,3,6,29,10
10.1002-14651858.CD003006.pub4,30,8,31,21,91,13
10.1002-14651858.CD011968.pub3,12,0,13,8,50,15
10.1002-14651858.CD001176.pub5,34,0,29,21,69,32
10.1002-14651858.CD012348.pub2,19,2,21,27,71,26
10.1002-14651858.CD012745.pub2,28,7,26,29,78,18
10.1002-14651858.CD012475.pub2,10,1,9,11,47,21
10.1002-14651858.CD012631.pub2,18,4,19,6,89,18
10.1002-14651858.CD003147.pub5,18,6,23,17,115,24
10.1002-14651858.CD009501.pub2,20,3,26,7,47,24
10.1002-14651858.CD013243.pub2,27,8,30,36,98,21
10.1002-14651858.CD011284.pub2,23,7,11,38,62,6
10.1002-14651858.CD000490.pub4,12,8,12,13,35,19
10.1002-14651858.CD013487,21,2,22,8,88,27
10.1002-14651858.CD011725.pub2,13,3,12,26,47,11
10.1002-14651858.CD011287.pub2,16,1,13,15,48,23
10.1002-14651858.CD013479,36,12,54,32,135,42
10.1002-14651858.CD011931.pub2,19,2,33,16,91,19
10.1002-14651858.CD003594.pub6,11,6,13,10,30,9
10.1002-14651858.CD012425.pub2,29,6,41,34,101,32
10.1002-14651858.CD011559.pub2,19,4,17,25,88,14
10.1002-14651858.CD003511.pub5,17,8,8,36,51,15
10.1002-14651858.CD012155.pub2,10,5,25,32,71,10
10.1002-14651858.CD012024.pub3,17,5,23,13,78,26
10.1002-14651858.CD013240.pub2,12,2,12,9,56,25
10.1002-14651858.CD009977.pub2,36,9,17,28,105,9
10.1002-14651858.CD012487.pub2,13,4,26,13,80,16
10.1002-14651858.CD012187.pub2,14,1,13,16,35,12
10.1002-14651858.CD012267.pub2,28,10,28,21,98,10
10.1002-14651858.CD012898.pub2,16,6,14,16,48,19
10.1002-14651858.CD003809.pub4,17,13,20,37,89,12
10.1002-14651858.CD012878.pub2,21,5,10,11,66,8
10.1002-14651858.CD013478,23,5,20,40,74,7
10.1002-14651858.CD011116.pub3,8,2,18,23,64,33
10.1002-14651858.CD012530.pub2,14,4,18,26,78,28
10.1002-14651858.CD008900.pub3,21,5,14,18,54,9
10.1002-14651858.CD002842.pub3,11,1,8,15,41,33
10.1002-14651858.CD008858.pub4,16,5,16,20,58,16
10.1002-14651858.CD006401.pub5,22,3,24,11,63,32
10.1002-14651858.CD013090.pub2,27,5,26,26,85,23
10.1002-14651858.CD013145.pub2,7,1,8,7,39,6
10.1002-14651858.CD008502.pub6,20,1,17,9,58,14
10.1002-14651858.CD007647.pub2,9,0,27,10,48,12
10.1002-14651858.CD010592.pub2,30,4,18,18,67,24
10.1002-14651858.CD012236.pub2,19,5,13,15,76,22
10.1002-14651858.CD003698.pub3,7,0,7,15,28,5
10.1002-14651858.CD012340.pub2,10,4,16,16,66,32
10.1002-14651858.CD004659.pub3,26,8,34,39,86,15
10.1002-14651858.CD002295.pub6,18,10,10,26,47,11
10.1002-14651858.CD013149.pub2,11,2,5,10,37,14
10.1002-14651858.CD010736.pub2,15,2,20,11,64,19
10.1002-14651858.CD005068.pub3,32,7,39,9,86,51
10.1002-14651858.CD002312.pub4,14,3,8,26,49,12
10.1002-14651858.CD003871.pub3,32,5,28,14,92,52
10.1002-14651858.CD012659.pub2,10,4,21,22,59,8
10.1002-14651858.CD012888.pub2,12,1,9,8,40,11
10.1002-14651858.CD013124.pub2,16,7,13,19,58,13
10.1002-14651858.CD003999.pub6,11,3,18,18,66,17
10.1002-14651858.CD012262.pub2,14,0,10,12,45,15
10.1002-14651858.CD009902.pub2,20,6,27,15,71,33
10.1002-14651858.CD008360.pub5,13,3,7,20,65,8
10.1002-14651858.CD001417.pub4,13,5,5,19,53,15
10.1002-14651858.CD005015.pub4,19,7,15,17,44,13
10.1002-14651858.CD012936.pub2,8,0,18,10,47,13
10.1002-14651858.CD004154.pub5,17,4,5,16,51,14
10.1002-14651858.CD006611.pub5,13,3,9,17,35,4
10.1002-14651858.CD011420.pub3,25,13,17,14,67,10
10.1002-14651858.CD012310.pub2,9,5,14,28,87,24
10.1002-14651858.CD007618.pub2,30,0,26,26,82,21
10.1002-14651858.CD001233.pub3,29,12,30,18,80,26
10.1002-14651858.CD012959.pub2,19,5,14,10,51,13
10.1002-14651858.CD004507.pub4,34,0,13,13,84,38
10.1002-14651858.CD011688.pub2,12,2,13,7,38,10
10.1002-14651858.CD013015.pub2,19,9,23,35,75,28
10.1002-14651858.CD001908.pub4,19,4,4,22,48,13
10.1002-14651858.CD013447,18,5,40,42,75,27
10.1002-14651858.CD011550.pub2,4,1,13,17,41,14
10.1002-14651858.CD007429.pub3,18,6,19,19,63,26
10.1002-14651858.CD008100.pub2,25,9,33,18,80,28
10.1002-14651858.CD010784.pub3,20,1,13,18,82,8
10.1002-14651858.CD010693.pub5,7,2,12,7,29,7
10.1002-14651858.CD012894.pub2,12,6,29,16,72,23
10.1002-14651858.CD001408.pub2,9,1,20,11,59,15
10.1002-14651858.CD006308.pub4,17,8,16,10,68,18
10.1002-14651858.CD007175.pub5,11,3,7,10,19,10
10.1002-14651858.CD010901.pub3,21,5,18,11,53,19
10.1002-14651858.CD012160.pub2,23,11,31,35,99,22
10.1002-14651858.CD004052.pub2,22,6,20,20,64,30
10.1002-14651858.CD012552.pub2,26,16,32,15,65,19
10.1002-14651858.CD012363.pub2,15,2,16,20,63,17
10.1002-14651858.CD012323.pub2,12,7,14,15,53,10
10.1002-14651858.CD007020.pub4,9,7,28,16,91,35
10.1002-14651858.CD013446,11,6,23,10,50,17
10.1002-14651858.CD003200.pub8,29,9,35,40,88,35
10.1002-14651858.CD011321.pub2,12,2,15,33,59,33
10.1002-14651858.CD008728.pub3,12,3,18,16,80,20
10.1002-14651858.CD012963.pub2,13,4,14,24,45,14
10.1002-14651858.CD013183.pub2,29,14,13,43,119,16
10.1002-14651858.CD012777.pub2,39,9,13,21,89,9
10.1002-14651858.CD010905.pub2,21,8,20,17,68,9
10.1002-14651858.CD005360.pub5,23,3,12,17,71,22
10.1002-14651858.CD003843.pub4,32,10,22,37,86,27
10.1002-14651858.CD013438,18,13,31,30,83,25
10.1002-14651858.CD004849.pub2,14,1,18,8,77,15
10.1002-14651858.CD006924.pub4,41,6,26,35,120,19
10.1002-14651858.CD007235.pub4,24,9,24,22,95,11
10.1002-14651858.CD001860.pub4,23,6,25,16,77,32
10.1002-14651858.CD011055.pub2,23,3,27,25,87,47
10.1002-14651858.CD012177.pub2,17,5,12,29,64,11
10.1002-14651858.CD013201.pub2,9,8,11,18,30,8
10.1002-14651858.CD010546.pub2,5,2,12,7,38,8
10.1002-14651858.CD013435,26,16,30,28,84,24
10.1002-14651858.CD013034.pub2,19,1,23,22,96,22
10.1002-14651858.CD004142.pub4,20,4,17,16,63,21
10.1002-14651858.CD000400.pub4,12,3,9,9,28,4
10.1002-14651858.CD004177.pub2,8,4,22,4,47,19
10.1002-14651858.CD006110.pub5,12,4,10,12,29,11
10.1002-14651858.CD012367.pub2,32,10,43,32,78,23
10.1002-14651858.CD012099.pub2,24,6,42,24,92,16
10.1002-14651858.CD003248.pub4,20,6,23,31,81,7
10.1002-14651858.CD012192.pub2,19,8,19,12,62,21
10.1002-14651858.CD010517.pub3,14,2,11,10,65,16
10.1002-14651858.CD011192.pub3,14,9,27,29,73,12
10.1002-14651858.CD013120.pub2,21,5,27,13,108,21
10.1002-14651858.CD010051.pub2,17,12,18,16,48,16
10.1002-14651858.CD013103.pub2,19,5,22,11,97,22
10.1002-14651858.CD013210.pub2,23,5,16,22,72,7
10.1002-14651858.CD000371.pub7,22,1,23,10,72,17
10.1002-14651858.CD003436.pub4,9,3,11,6,31,11
10.1002-14651858.CD011358.pub3,15,10,29,28,84,14
10.1002-14651858.CD001505.pub5,20,7,21,41,95,25
10.1002-14651858.CD001869.pub9,21,5,25,24,88,27
10.1002-14651858.CD012692.pub2,12,4,17,5,45,28
10.1002-14651858.CD006682.pub6,16,3,4,12,42,18
10.1002-14651858.CD011711.pub2,15,5,18,14,48,18
10.1002-14651858.CD009407.pub3,23,8,14,34,77,24
10.1002-14651858.CD005049.pub5,23,6,27,41,80,34
10.1002-14651858.CD009710.pub3,25,9,18,17,68,26
10.1002-14651858.CD002200.pub4,19,10,17,28,55,15
10.1002-14651858.CD002009.pub7,10,4,8,20,36,14
10.1002-14651858.CD012573.pub3,15,2,18,25,56,19
10.1002-14651858.CD011749.pub2,20,2,22,20,75,18
10.1002-14651858.CD012544.pub2,24,5,29,28,84,20
10.1002-14651858.CD009551.pub4,20,8,16,11,83,26
10.1002-14651858.CD004421.pub3,24,4,20,22,87,8
10.1002-14651858.CD012958.pub2,10,5,14,21,54,10
10.1002-14651858.CD013419,23,1,13,28,79,19
10.1002-14651858.CD011462.pub2,10,6,14,8,34,25
10.1002-14651858.CD012248.pub2,37,7,29,36,94,17
10.1002-14651858.CD012893.pub2,15,0,10,7,53,13
10.1002-14651858.CD012858.pub2,17,10,12,22,88,23
10.1002-14651858.CD006460.pub3,13,0,15,12,49,13
10.1002-14651858.CD013077.pub2,14,3,3,12,42,9
10.1002-14651858.CD002972.pub3,5,3,15,13,23,5
10.1002-14651858.CD009472.pub4,17,2,9,23,51,8
10.1002-14651858.CD009417.pub2,23,6,20,14,69,19
10.1002-14651858.CD013085.pub2,16,5,21,5,53,22
10.1002-14651858.CD004318.pub5,9,1,7,6,43,12
10.1002-14651858.CD013107.pub2,22,3,21,20,83,29
10.1002-14651858.CD012448.pub2,13,3,15,13,35,23
10.1002-14651858.CD009164.pub3,12,8,12,40,49,9
10.1002-14651858.CD001016.pub3,26,2,23,18,66,25
10.1002-14651858.CD012736.pub2,10,4,7,13,35,5
10.1002-14651858.CD012731.pub2,7,0,6,8,47,24
10.1002-14651858.CD012116.pub2,13,3,14,15,47,18
10.1002-14651858.CD006869.pub3,16,9,15,26,59,20
10.1002-14651858.CD012379.pub2,8,6,20,17,35,9
10.1002-14651858.CD010233.pub3,33,8,26,20,88,19
10.1002-14651858.MR000047.pub2,17,4,17,28,74,8
10.1002-14651858.CD006570.pub3,12,1,18,7,34,17
10.1002-14651858.CD013047.pub2,8,7,17,17,52,15
10.1002-14651858.CD012969.pub2,19,8,25,24,105,24
10.1002-14651858.CD011871.pub2,29,12,40,34,99,15
10.1002-14651858.CD012760.pub2,22,1,24,23,78,14
10.1002-14651858.CD002217.pub3,21,7,24,29,88,19
10.1002-14651858.CD011959.pub2,7,3,8,15,28,9
10.1002-14651858.CD012235.pub2,27,3,27,9,97,32
10.1002-14651858.CD006936.pub4,27,8,16,30,71,15
10.1002-14651858.CD010461.pub3,14,3,13,15,45,25
10.1002-14651858.CD006843.pub3,14,7,13,11,61,9
10.1002-14651858.CD008873.pub4,16,9,32,22,70,33
10.1002-14651858.CD012412.pub3,7,3,11,13,23,8
10.1002-14651858.CD012886.pub2,13,13,37,18,88,23
10.1002-14651858.CD004477.pub3,25,8,29,50,94,28
10.1002-14651858.CD012711.pub2,19,11,31,25,109,12
10.1002-14651858.CD013067.pub2,18,6,26,30,91,25
10.1002-14651858.CD001871.pub4,31,6,40,54,89,10
10.1002-14651858.CD001198.pub5,15,8,17,23,48,8
10.1002-14651858.CD004080.pub4,17,5,7,20,47,18
10.1002-14651858.CD012636.pub2,20,5,16,21,75,29
10.1002-14651858.CD012128.pub2,20,7,22,12,91,33
10.1002-14651858.CD012247.pub2,14,4,24,16,55,14
10.1002-14651858.CD002971.pub5,10,5,15,16,36,8
10.1002-14651858.CD012764.pub2,21,10,25,15,88,18
10.1002-14651858.CD001911.pub4,21,7,30,30,94,20
10.1002-14651858.CD004307.pub6,16,5,13,24,58,2
10.1002-14651858.CD004204.pub3,5,4,16,6,25,7
10.1002-14651858.CD010891.pub2,27,14,22,41,78,24
10.1002-14651858.CD011972.pub2,19,6,31,19,86,45
10.1002-14651858.CD005027.pub5,19,11,44,23,78,31
10.1002-14651858.CD013038.pub2,16,5,28,16,87,21
10.1002-14651858.CD008036.pub5,14,2,16,10,55,19
10.1002-14651858.CD009692.pub2,22,7,15,25,55,9
10.1002-14651858.CD009058.pub3,28,2,24,17,94,25
10.1002-14651858.CD012937.pub2,9,7,10,7,55,16
10.1002-14651858.CD012940.pub2,9,2,8,7,30,11
10.1002-14651858.CD000366.pub4,14,3,6,14,54,13
10.1002-14651858.CD008618.pub3,14,7,11,12,59,3
10.1002-14651858.CD012598.pub2,17,4,15,11,45,10
10.1002-14651858.CD012943.pub2,21,3,17,16,69,10
10.1002-14651858.CD011156.pub2,28,5,17,20,73,34
10.1002-14651858.CD012546.pub2,10,4,22,15,105,14
10.1002-14651858.CD001915.pub6,23,7,24,34,87,23
10.1002-14651858.CD012295.pub2,23,3,37,46,85,48
10.1002-14651858.CD007689.pub4,21,4,27,15,55,34
10.1002-14651858.CD012582.pub2,18,1,21,9,51,9
10.1002-14651858.CD011785.pub2,15,4,20,13,53,22
10.1002-14651858.CD012150.pub2,13,3,32,15,66,16
10.1002-14651858.CD012806.pub2,56,15,45,38,215,25
10.1002-14651858.CD013135.pub2,30,12,40,32,77,17
10.1002-14651858.CD007644.pub3,14,1,9,9,34,9
10.1002-14651858.CD012900.pub2,6,3,9,10,19,10
10.1002-14651858.CD004039.pub2,10,7,23,10,47,12
10.1002-14651858.CD007263.pub3,19,3,18,10,72,17
10.1002-14651858.CD011009.pub2,16,6,32,14,97,39
10.1002-14651858.CD010541.pub3,18,10,21,24,114,17
10.1002-14651858.CD000125.pub5,27,9,17,27,83,24
10.1002-14651858.CD013106.pub2,26,6,30,23,98,26
10.1002-14651858.CD012065.pub3,25,7,24,31,94,16
10.1002-14651858.CD008223.pub3,14,0,22,15,55,17
10.1002-14651858.CD008414.pub3,26,4,15,19,105,29
10.1002-14651858.CD012673.pub2,14,4,13,17,53,24
10.1002-14651858.CD008215.pub3,13,0,8,12,65,9
10.1002-14651858.CD012941.pub2,15,3,14,15,41,16
10.1002-14651858.CD010678.pub3,22,3,15,12,75,21
10.1002-14651858.CD009354.pub5,18,2,20,22,66,23
10.1002-14651858.CD012427.pub2,17,2,18,14,53,8
10.1002-14651858.CD002253.pub4,36,12,42,22,88,35
10.1002-14651858.CD012962.pub2,21,5,7,16,70,4
10.1002-14651858.CD011271.pub3,17,9,18,16,65,24
10.1002-14651858.CD009955.pub3,6,0,21,17,60,12
10.1002-14651858.CD012334.pub2,21,6,27,37,79,22
10.1002-14651858.CD011695.pub2,25,2,32,20,72,21
10.1002-14651858.CD009912.pub2,13,10,31,8,50,24
10.1002-14651858.CD011265.pub2,23,5,14,10,68,15
10.1002-14651858.CD001008.pub3,19,2,14,22,52,14
10.1002-14651858.CD012392.pub2,35,12,47,67,68,13
10.1002-14651858.CD012292.pub2,23,13,25,45,73,11
10.1002-14651858.CD003506.pub2,17,8,16,26,38,15
10.1002-14651858.CD010126.pub2,12,6,23,24,100,27
10.1002-14651858.CD011751.pub3,15,5,15,10,45,20
10.1002-14651858.CD002034.pub2,5,4,7,6,8,4
10.1002-14651858.CD009670.pub4,14,3,15,12,48,8
10.1002-14651858.CD009245.pub3,19,6,31,22,59,19
10.1002-14651858.CD000028.pub3,8,0,20,10,36,11
10.1002-14651858.CD013171.pub2,11,5,20,7,45,14
10.1002-14651858.CD013163.pub2,10,4,12,4,36,13
10.1002-14651858.CD012902.pub2,12,4,10,13,57,17
10.1002-14651858.CD012352.pub2,25,5,19,25,80,16
10.1002-14651858.CD001026.pub2,14,4,13,10,62,16
10.1002-14651858.CD004048.pub4,19,6,15,18,42,17
10.1002-14651858.CD012628.pub2,23,12,34,25,86,12
10.1002-14651858.CD004680.pub3,9,3,8,5,34,10
10.1002-14651858.CD009903.pub3,13,4,13,10,34,7
10.1002-14651858.CD004969.pub5,20,1,12,8,49,13
10.1002-14651858.CD011320.pub4,35,9,37,15,98,58
10.1002-14651858.CD005522.pub3,16,5,20,19,69,19
10.1002-14651858.CD011399.pub2,17,6,19,14,50,14
10.1002-14651858.CD012625.pub2,17,7,15,31,56,11
10.1002-14651858.CD012832.pub2,14,8,14,12,58,15
10.1002-14651858.CD011270.pub3,17,8,15,21,56,19
10.1002-14651858.CD013340,27,4,32,21,101,16
10.1002-14651858.CD013024.pub2,14,5,19,16,53,16
10.1002-14651858.CD010455.pub3,17,1,23,13,80,36
10.1002-14651858.CD012578.pub2,19,6,22,30,75,9
10.1002-14651858.CD008388.pub3,10,12,13,21,80,20
10.1002-14651858.CD009613.pub4,32,6,21,29,86,19
10.1002-14651858.CD012845.pub2,9,3,12,16,43,17
10.1002-14651858.CD009760.pub4,10,7,8,12,36,11
10.1002-14651858.CD012855.pub2,16,8,21,12,61,32
10.1002-14651858.CD010127.pub2,26,13,12,24,55,21
10.1002-14651858.CD001287.pub6,29,13,32,48,72,12
10.1002-14651858.CD010919.pub2,27,8,32,38,84,27
10.1002-14651858.CD012399.pub2,42,12,20,34,85,12
10.1002-14651858.CD013160.pub2,13,4,11,31,69,9
10.1002-14651858.CD009000.pub3,26,8,45,26,82,29
10.1002-14651858.CD013000.pub2,34,8,26,29,93,26
10.1002-14651858.CD012245.pub2,17,8,14,21,66,11
10.1002-14651858.CD013098.pub2,18,4,15,12,135,53
10.1002-14651858.CD012533.pub2,18,5,20,16,57,17
10.1002-14651858.CD011150.pub2,17,2,9,16,38,7
10.1002-14651858.CD013336,12,2,11,26,44,18
10.1002-14651858.CD007138.pub4,10,3,13,12,27,14
10.1002-14651858.CD010068.pub2,9,7,31,15,67,16
10.1002-14651858.CD004962.pub4,31,2,20,20,103,62
10.1002-14651858.CD009219.pub5,19,5,18,15,77,21
10.1002-14651858.CD007231.pub3,6,2,9,7,34,11
10.1002-14651858.CD012611.pub3,11,1,20,12,50,16
10.1002-14651858.CD002850.pub4,11,5,17,14,60,6
10.1002-14651858.CD010990.pub2,29,9,23,24,79,9
10.1002-14651858.CD012785.pub2,26,8,21,32,55,16
10.1002-14651858.CD004780.pub4,22,5,21,17,63,19
10.1002-14651858.CD012915.pub2,16,4,12,12,53,15
10.1002-14651858.CD011811.pub2,15,9,9,21,79,23
10.1002-14651858.CD004827.pub5,13,4,17,7,52,17
10.1002-14651858.CD012191.pub2,20,6,21,22,85,16
10.1002-14651858.CD001808.pub3,21,10,24,18,91,25
10.1002-14651858.CD011337.pub2,21,8,34,17,72,18
10.1002-14651858.CD004055.pub2,28,7,27,17,93,33
10.1002-14651858.CD012663.pub2,15,15,14,19,57,8
10.1002-14651858.CD012442.pub2,10,1,7,7,34,9
10.1002-14651858.CD009487.pub3,18,1,12,10,55,20
10.1002-14651858.CD011903.pub2,10,4,8,13,31,8
10.1002-14651858.CD013315,22,7,28,19,87,16
10.1002-14651858.CD009537.pub3,30,7,19,25,73,32
10.1002-14651858.CD012725.pub2,21,2,5,17,41,2
10.1002-14651858.CD007019.pub3,28,9,20,29,87,6
10.1002-14651858.CD004317.pub5,10,9,18,12,43,28
10.1002-14651858.CD011408.pub2,21,2,13,14,51,26
10.1002-14651858.CD011875.pub2,25,4,13,21,56,3
10.1002-14651858.CD011385.pub3,15,4,33,24,79,22
10.1002-14651858.CD013308,28,6,23,38,78,13
10.1002-14651858.CD009876.pub4,7,3,4,19,31,6
10.1002-14651858.CD012368.pub2,14,2,16,11,71,13
10.1002-14651858.CD008123.pub4,15,2,12,13,59,23
10.1002-14651858.CD012807.pub2,19,5,16,11,53,13
10.1002-14651858.CD012856.pub2,14,7,15,12,59,18
10.1002-14651858.CD010412.pub2,17,6,37,48,88,20
10.1002-14651858.CD008205.pub3,9,4,7,8,56,24
10.1002-14651858.CD011422.pub2,28,2,25,22,85,27
10.1002-14651858.CD012680.pub2,24,2,26,10,77,12
10.1002-14651858.CD007646.pub3,20,7,21,18,69,12
10.1002-14651858.CD013283.pub2,12,2,22,4,72,28
10.1002-14651858.CD012018.pub2,23,15,32,21,69,20
10.1002-14651858.CD001511.pub4,23,5,31,13,98,16
10.1002-14651858.CD011427.pub2,27,14,29,16,97,24
10.1002-14651858.CD011541.pub2,24,1,29,29,78,22
10.1002-14651858.CD012044.pub2,7,2,6,9,27,14
10.1002-14651858.CD005351.pub4,19,4,13,11,47,19
10.1002-14651858.CD010880.pub2,13,4,27,20,57,13
10.1002-14651858.CD011890.pub3,16,1,11,14,54,13
10.1002-14651858.CD013089.pub2,22,6,25,20,88,32
10.1002-14651858.CD010528.pub4,17,2,20,22,57,13
10.1002-14651858.CD011118.pub3,25,9,30,35,85,18
10.1002-14651858.CD000198.pub3,29,6,13,20,76,13
10.1002-14651858.CD001534.pub4,9,8,10,14,30,5
10.1002-14651858.CD004149.pub3,15,2,11,8,59,12
10.1002-14651858.CD012212.pub2,12,4,13,14,44,5
10.1002-14651858.CD012743.pub2,21,8,26,34,113,26
10.1002-14651858.CD010677.pub2,28,11,23,25,80,24
10.1002-14651858.CD007506.pub4,8,4,22,6,41,17
10.1002-14651858.CD011518.pub2,15,7,29,20,108,21
10.1002-14651858.CD004705.pub5,13,3,9,21,58,6
10.1002-14651858.CD013069.pub2,10,6,13,17,37,7
10.1002-14651858.CD012387.pub2,18,2,24,19,62,12
10.1002-14651858.CD009786.pub3,35,9,16,25,95,10
10.1002-14651858.CD003154.pub6,17,6,19,25,66,12
10.1002-14651858.CD012836.pub2,22,4,16,30,66,14
10.1002-14651858.CD011000.pub3,18,5,18,7,50,15
10.1002-14651858.CD011847.pub2,15,4,17,12,65,28
10.1002-14651858.CD003690.pub4,11,4,13,16,51,11
10.1002-14651858.CD009031.pub2,21,4,15,9,66,23
10.1002-14651858.CD012287.pub2,15,4,34,19,70,29
10.1002-14651858.CD012449.pub2,19,12,44,40,92,30
10.1002-14651858.CD011268.pub3,11,9,14,14,65,13
10.1002-14651858.CD009660.pub4,19,10,37,38,86,20
10.1002-14651858.CD011269.pub3,14,8,11,17,49,14
10.1002-14651858.CD012064.pub2,13,3,8,11,31,8
10.1002-14651858.CD004905.pub6,15,6,20,18,36,10
10.1002-14651858.CD011671.pub2,16,1,9,13,54,11
10.1002-14651858.CD010748.pub2,7,15,35,38,114,19
10.1002-14651858.CD009825.pub3,11,1,29,30,102,30
10.1002-14651858.CD012278.pub2,25,8,14,45,85,16
10.1002-14651858.CD012279.pub2,29,10,18,36,84,23
10.1002-14651858.CD012473.pub2,18,3,11,15,36,5
10.1002-14651858.MR000041.pub2,7,4,16,8,58,11
10.1002-14651858.CD008944.pub3,19,6,30,21,106,33
10.1002-14651858.CD012223.pub2,16,8,9,39,83,7
10.1002-14651858.CD009562.pub2,21,3,15,11,73,20
10.1002-14651858.CD010778.pub2,21,3,13,14,74,24
10.1002-14651858.CD012347.pub2,15,6,11,15,49,9
10.1002-14651858.CD012930.pub2,21,4,14,19,77,17
10.1002-14651858.CD010355.pub3,5,1,8,10,24,8
10.1002-14651858.CD010526.pub3,21,2,21,14,91,12
10.1002-14651858.CD011571.pub2,29,2,26,24,97,29
10.1002-14651858.CD007868.pub3,29,3,26,11,115,14
10.1002-14651858.CD005139.pub4,22,3,24,17,82,19
10.1002-14651858.CD011380.pub2,28,4,25,11,81,21
10.1002-14651858.CD011121.pub2,44,21,23,46,101,11
10.1002-14651858.CD008018.pub3,14,5,18,8,54,30
10.1002-14651858.CD012164.pub2,22,5,31,26,83,23
10.1002-14651858.CD012521.pub2,8,1,18,13,47,15
10.1002-14651858.CD012120.pub2,9,3,13,10,39,11
10.1002-14651858.CD006715.pub3,18,6,27,18,89,21
10.1002-14651858.CD012668.pub2,26,4,21,27,79,43
10.1002-14651858.CD011436.pub3,16,12,19,12,63,26
10.1002-14651858.CD004500.pub3,17,6,25,25,70,23
10.1002-14651858.CD005253.pub3,5,3,5,15,19,12
10.1002-14651858.CD013273,11,2,18,18,99,23
10.1002-14651858.CD012741.pub2,11,5,9,7,32,5
10.1002-14651858.CD010406.pub3,27,4,21,26,85,35
10.1002-14651858.CD012305.pub2,12,12,17,26,49,18
10.1002-14651858.CD007857.pub3,8,8,9,11,31,9
10.1002-14651858.CD012240.pub2,7,4,3,17,32,16
10.1002-14651858.CD001532.pub5,13,5,22,6,62,25
10.1002-14651858.CD012704.pub2,18,4,16,27,70,13
10.1002-14651858.CD013272,17,3,8,28,71,7
10.1002-14651858.CD011433.pub2,11,7,21,30,80,26
10.1002-14651858.CD012818.pub2,18,2,38,23,92,26
10.1002-14651858.CD012873.pub2,27,7,27,23,113,20
10.1002-14651858.CD012244.pub2,19,2,14,8,73,19
10.1002-14651858.CD012071.pub2,12,3,14,5,67,22
10.1002-14651858.CD007412.pub5,22,7,20,20,66,19
10.1002-14651858.CD013143.pub2,12,8,18,25,58,26
10.1002-14651858.CD001928.pub3,7,2,9,9,22,7
10.1002-14651858.CD009824.pub4,15,3,12,15,48,8
10.1002-14651858.CD011828.pub2,12,2,12,11,51,20
10.1002-14651858.CD010734.pub2,15,1,26,21,104,43
10.1002-14651858.CD012357.pub2,25,7,18,15,58,22
10.1002-14651858.CD012828.pub2,18,6,10,18,55,15
10.1002-14651858.CD012685.pub2,9,0,11,13,53,6
10.1002-14651858.CD000154.pub3,14,6,18,20,44,15
10.1002-14651858.CD012839.pub2,24,4,18,12,114,6
10.1002-14651858.CD012730.pub2,31,3,14,14,78,16
10.1002-14651858.CD006642.pub3,6,1,6,8,31,10
10.1002-14651858.CD012703.pub2,12,11,14,17,49,7
10.1002-14651858.CD006542.pub3,19,6,18,10,57,11
10.1002-14651858.CD004462.pub4,7,5,17,8,49,27
10.1002-14651858.CD011807.pub2,10,3,11,7,54,22
10.1002-14651858.CD007131.pub4,12,2,25,15,58,44
10.1002-14651858.CD011724.pub3,8,5,6,9,54,28
10.1002-14651858.CD009009.pub3,14,5,23,21,50,10
10.1002-14651858.CD009218.pub3,20,6,34,26,67,30
10.1002-14651858.CD012621.pub2,21,4,12,28,55,14
10.1002-14651858.CD006471.pub4,22,2,26,17,85,35
10.1002-14651858.CD012424.pub2,23,8,17,19,85,24
