DOI,tobeverb,auxverb,conjunction,pronoun,preposition,nominalization 
10.1002-14651858.CD009317.pub2,16,6,28,18,59,13
10.1002-14651858.CD007879.pub3,8,2,7,1,18,11
10.1002-14651858.CD003528.pub2,12,0,17,12,55,30
10.1002-14651858.CD010628.pub2,20,6,26,20,80,33
10.1002-14651858.CD008877.pub2,17,6,15,16,56,17
10.1002-14651858.CD006904.pub3,18,4,17,20,65,14
10.1002-14651858.CD010374.pub2,6,4,16,2,49,9
10.1002-14651858.CD007772.pub3,4,3,6,4,22,10
10.1002-14651858.CD010208.pub2,9,3,12,17,60,10
10.1002-14651858.CD010130.pub2,24,8,13,24,95,25
10.1002-14651858.CD010704.pub2,27,8,26,25,97,17
10.1002-14651858.CD010389.pub2,15,1,22,10,61,19
10.1002-14651858.CD011142.pub2,23,8,28,26,78,11
10.1002-14651858.CD009708.pub2,13,2,16,13,64,17
10.1002-14651858.CD008046.pub4,8,2,6,7,36,20
10.1002-14651858.CD010340.pub2,13,3,17,13,55,21
10.1002-14651858.CD005048.pub4,9,2,16,3,41,6
10.1002-14651858.CD008129.pub2,22,3,22,17,84,28
10.1002-14651858.CD006482.pub4,18,2,15,14,75,24
10.1002-14651858.CD003039.pub2,10,3,16,13,42,15
10.1002-14651858.CD010236.pub2,27,3,16,29,81,17
10.1002-14651858.CD009439.pub2,22,2,18,16,47,25
10.1002-14651858.CD010385.pub2,19,3,19,4,54,19
10.1002-14651858.CD001807.pub2,17,4,20,19,56,17
10.1002-14651858.CD008889.pub2,18,2,15,14,43,13
10.1002-14651858.CD008825.pub2,18,3,22,5,58,17
10.1002-14651858.CD000039.pub3,15,6,11,13,39,6
10.1002-14651858.CD007482.pub3,14,4,12,4,42,11
10.1002-14651858.CD008953.pub2,15,4,22,20,71,22
10.1002-14651858.CD011336,17,1,14,31,84,13
10.1002-14651858.CD007461.pub3,7,4,5,15,41,6
10.1002-14651858.CD007909.pub4,8,1,11,6,36,10
10.1002-14651858.CD009066.pub2,16,4,16,11,51,19
10.1002-14651858.CD009990.pub2,13,9,18,17,56,25
10.1002-14651858.CD005578.pub2,8,1,13,5,22,5
10.1002-14651858.CD007744.pub2,20,3,30,23,85,19
10.1002-14651858.CD008369.pub2,5,2,9,10,23,7
10.1002-14651858.CD000112.pub3,5,2,8,8,32,3
10.1002-14651858.CD010660.pub2,17,6,17,12,52,12
10.1002-14651858.CD004638.pub3,22,6,15,10,71,13
10.1002-14651858.CD004904.pub3,1,2,4,4,23,2
10.1002-14651858.CD005475.pub2,20,4,20,9,42,12
10.1002-14651858.CD010382.pub2,20,6,21,39,70,14
10.1002-14651858.CD005979.pub2,17,7,11,36,47,14
10.1002-14651858.CD005622.pub4,8,0,6,7,33,9
10.1002-14651858.CD005430.pub3,15,2,11,9,56,23
10.1002-14651858.CD009272.pub2,20,7,9,24,64,19
10.1002-14651858.CD007890.pub3,3,2,8,5,12,2
10.1002-14651858.CD007861.pub2,8,1,7,4,24,4
10.1002-14651858.CD009817.pub2,5,1,10,7,30,3
10.1002-14651858.CD006077.pub3,16,5,18,9,94,19
10.1002-14651858.CD004837.pub3,17,1,14,11,30,10
10.1002-14651858.CD006986.pub3,18,1,13,23,64,25
10.1002-14651858.CD005584.pub3,11,5,20,13,39,16
10.1002-14651858.CD008487.pub2,5,0,3,1,16,7
10.1002-14651858.CD000169.pub3,6,4,13,11,31,10
10.1002-14651858.CD009942.pub2,11,2,8,11,55,17
10.1002-14651858.CD007238.pub2,9,2,14,9,59,29
10.1002-14651858.CD002109.pub4,13,3,21,11,51,8
10.1002-14651858.CD009701.pub2,12,1,9,12,49,19
10.1002-14651858.CD007563.pub3,13,0,17,9,42,14
10.1002-14651858.CD006881.pub2,6,3,9,7,29,3
10.1002-14651858.CD005189.pub4,18,5,22,25,108,28
10.1002-14651858.CD009886.pub2,11,5,7,11,35,11
10.1002-14651858.CD009928.pub2,17,7,26,20,67,20
10.1002-14651858.CD009369.pub2,19,3,23,9,31,22
10.1002-14651858.CD005125.pub4,15,1,11,9,47,14
10.1002-14651858.CD004075.pub4,17,2,12,8,42,7
10.1002-14651858.CD008887.pub2,13,4,19,19,81,36
10.1002-14651858.CD011323,6,1,7,4,37,6
10.1002-14651858.CD010209.pub2,13,5,13,8,53,9
10.1002-14651858.CD008446.pub3,9,1,12,3,34,11
10.1002-14651858.CD010626.pub2,6,3,8,7,34,7
10.1002-14651858.CD008760.pub2,15,2,16,6,66,13
10.1002-14651858.MR000035.pub2,13,5,11,20,48,6
10.1002-14651858.CD005590.pub3,10,4,4,11,43,13
10.1002-14651858.CD011324,18,6,26,15,85,48
10.1002-14651858.CD010828.pub2,27,9,13,14,58,13
10.1002-14651858.CD008306.pub3,8,5,8,6,33,16
10.1002-14651858.CD007595.pub3,10,1,11,14,44,1
10.1002-14651858.CD010543.pub2,8,4,18,19,49,23
10.1002-14651858.CD011018.pub2,14,3,16,8,44,16
10.1002-14651858.CD010544.pub2,11,3,11,15,49,22
10.1002-14651858.CD005515.pub3,5,2,6,6,16,6
10.1002-14651858.CD004013.pub4,13,3,7,9,41,8
10.1002-14651858.CD010273.pub2,10,4,15,11,35,15
10.1002-14651858.CD011003.pub2,18,3,11,8,44,5
10.1002-14651858.CD006595.pub3,17,4,7,13,39,8
10.1002-14651858.CD003257.pub5,14,4,22,17,85,14
10.1002-14651858.CD006997.pub2,8,4,11,10,31,6
10.1002-14651858.CD010509.pub2,23,6,19,30,57,11
10.1002-14651858.CD002063.pub6,18,3,13,13,81,21
10.1002-14651858.CD006601.pub4,10,5,11,18,35,7
10.1002-14651858.CD001478.pub6,24,8,30,19,98,16
10.1002-14651858.CD003115.pub4,13,3,20,17,106,36
10.1002-14651858.CD009083.pub2,27,3,20,24,84,21
10.1002-14651858.CD007669.pub2,6,1,16,7,29,14
10.1002-14651858.CD011230.pub2,28,9,30,24,99,23
10.1002-14651858.CD006452.pub4,12,3,16,17,56,15
10.1002-14651858.CD008990.pub3,11,3,10,20,41,4
10.1002-14651858.CD004070.pub3,2,3,6,2,10,2
10.1002-14651858.CD007084.pub2,18,8,13,17,60,30
10.1002-14651858.CD004961.pub4,23,3,8,20,63,13
10.1002-14651858.CD009803.pub2,12,8,7,26,55,9
10.1002-14651858.CD002018.pub2,29,7,30,23,111,23
10.1002-14651858.CD009166.pub2,17,2,16,6,62,9
10.1002-14651858.CD003723.pub3,11,2,9,5,24,8
10.1002-14651858.CD010191.pub2,18,7,15,20,49,12
10.1002-14651858.CD008638.pub2,4,2,7,6,31,2
10.1002-14651858.CD010050.pub2,19,4,14,27,57,12
10.1002-14651858.CD002303.pub3,8,3,4,5,10,4
10.1002-14651858.CD001273.pub3,9,4,5,11,17,2
10.1002-14651858.CD007641.pub3,3,0,10,11,34,27
10.1002-14651858.CD006119.pub3,7,5,4,6,37,14
10.1002-14651858.CD007291.pub3,10,9,15,12,34,20
10.1002-14651858.CD010796.pub2,13,4,10,7,33,15
10.1002-14651858.CD010047.pub2,10,1,6,1,34,18
10.1002-14651858.CD003170.pub4,10,4,13,7,31,20
10.1002-14651858.CD006779.pub2,13,3,7,3,31,12
10.1002-14651858.CD000026.pub2,5,2,3,4,12,1
10.1002-14651858.CD010328.pub2,17,1,17,14,56,12
10.1002-14651858.CD006424.pub3,20,0,15,14,80,32
10.1002-14651858.CD002033.pub2,4,1,3,4,9,4
10.1002-14651858.CD000239.pub2,5,2,6,3,13,2
10.1002-14651858.CD006647.pub4,11,3,9,6,36,9
10.1002-14651858.CD000969.pub2,6,1,3,4,11,1
10.1002-14651858.CD007601.pub4,14,2,12,14,60,30
10.1002-14651858.CD000963.pub3,13,1,17,13,38,14
10.1002-14651858.CD008973.pub2,13,7,11,11,50,11
10.1002-14651858.CD006870.pub3,6,0,6,6,27,3
10.1002-14651858.CD009372.pub2,8,3,11,9,27,7
10.1002-14651858.CD009126.pub2,12,4,17,21,44,9
10.1002-14651858.CD003256.pub2,13,3,13,9,35,7
10.1002-14651858.CD009227.pub2,21,3,15,11,38,10
10.1002-14651858.CD001288.pub4,16,2,18,21,76,26
10.1002-14651858.CD009993.pub2,13,4,23,15,93,34
10.1002-14651858.CD010052.pub2,12,1,16,13,47,6
10.1002-14651858.CD009592.pub2,9,1,6,7,37,13
10.1002-14651858.CD010652.pub2,16,3,12,13,45,13
10.1002-14651858.CD010761.pub2,16,6,13,9,37,6
10.1002-14651858.CD006567.pub3,21,1,19,9,72,24
10.1002-14651858.CD006618.pub3,18,5,14,13,67,11
10.1002-14651858.CD000103.pub2,21,5,10,12,66,27
10.1002-14651858.CD006884.pub3,18,5,20,18,69,18
10.1002-14651858.CD011275,11,8,36,14,84,56
10.1002-14651858.CD004173.pub4,7,1,6,2,15,0
10.1002-14651858.CD009096.pub2,13,4,12,13,42,11
10.1002-14651858.CD003109.pub3,6,0,3,4,16,5
10.1002-14651858.CD008945.pub2,14,6,13,18,43,11
10.1002-14651858.CD002913.pub3,18,0,17,13,77,15
10.1002-14651858.CD010076.pub2,13,4,21,17,66,10
10.1002-14651858.CD005098.pub3,26,0,18,16,81,18
10.1002-14651858.CD006620.pub5,9,3,2,7,17,2
10.1002-14651858.CD005355.pub5,11,1,15,8,53,16
10.1002-14651858.CD001060.pub2,4,2,4,4,17,1
10.1002-14651858.CD009161.pub2,10,1,15,13,61,12
10.1002-14651858.CD010852.pub2,14,8,15,8,37,16
10.1002-14651858.CD003078.pub2,7,2,6,2,16,3
10.1002-14651858.CD009387.pub2,5,0,12,8,38,7
10.1002-14651858.CD009776.pub2,9,3,18,18,63,8
10.1002-14651858.CD000163.pub2,19,1,13,9,49,13
10.1002-14651858.CD007571.pub2,9,1,9,6,30,13
10.1002-14651858.CD003641.pub4,23,1,22,17,108,16
10.1002-14651858.CD000053.pub3,11,7,18,6,42,9
10.1002-14651858.CD003459.pub4,11,3,10,9,32,13
10.1002-14651858.CD001367.pub3,7,1,7,8,38,13
10.1002-14651858.CD009992.pub2,24,5,18,14,71,18
10.1002-14651858.CD003325.pub3,4,4,9,11,24,4
10.1002-14651858.CD009036.pub2,18,0,15,15,62,22
10.1002-14651858.CD010453.pub2,16,7,14,9,45,18
10.1002-14651858.CD009230.pub2,15,3,12,8,36,9
10.1002-14651858.CD008930.pub2,23,2,21,14,64,20
10.1002-14651858.CD007805.pub2,19,3,10,9,50,14
10.1002-14651858.CD009583.pub2,9,5,5,10,23,7
10.1002-14651858.CD010283.pub2,19,2,12,11,75,17
10.1002-14651858.CD010408.pub2,11,2,11,10,37,2
10.1002-14651858.CD000213.pub3,25,10,24,24,106,20
10.1002-14651858.CD003363.pub3,15,1,15,19,54,13
10.1002-14651858.CD009076.pub2,19,5,26,27,89,38
10.1002-14651858.CD004695.pub3,4,0,7,9,18,3
10.1002-14651858.CD008207.pub3,11,1,13,6,34,10
10.1002-14651858.CD003772.pub4,8,1,9,8,21,6
10.1002-14651858.CD001777.pub4,12,4,19,11,50,13
10.1002-14651858.CD010627.pub2,2,3,0,6,22,10
10.1002-14651858.CD005638.pub3,7,3,7,5,30,7
10.1002-14651858.CD008190.pub2,19,8,21,35,59,8
10.1002-14651858.CD008439.pub3,21,8,17,13,40,10
10.1002-14651858.CD010619.pub2,16,9,20,18,40,7
10.1002-14651858.CD010280.pub2,13,1,16,8,52,18
10.1002-14651858.CD007533.pub3,13,6,5,8,26,5
10.1002-14651858.CD010958.pub2,17,3,10,13,43,8
10.1002-14651858.CD006461.pub4,10,3,10,7,38,22
10.1002-14651858.CD010386.pub2,5,4,6,4,24,5
10.1002-14651858.CD009700.pub2,25,7,16,13,69,17
10.1002-14651858.CD004732.pub3,6,2,15,3,45,17
10.1002-14651858.CD009285.pub3,12,0,14,11,44,12
10.1002-14651858.CD008582.pub2,11,0,14,9,36,26
10.1002-14651858.CD010456.pub2,9,5,13,8,53,9
10.1002-14651858.CD008938.pub2,12,2,20,13,57,19
10.1002-14651858.CD010026.pub2,10,4,14,11,47,15
10.1002-14651858.CD009471.pub2,9,5,12,22,65,17
10.1002-14651858.CD009878.pub2,17,1,22,24,111,20
10.1002-14651858.CD010357.pub2,24,4,11,21,61,7
10.1002-14651858.CD006169.pub2,13,2,14,5,36,13
10.1002-14651858.CD009224.pub2,16,10,22,22,56,16
10.1002-14651858.CD009268.pub2,18,1,19,11,39,16
10.1002-14651858.CD009176.pub2,16,6,20,19,45,28
10.1002-14651858.CD009396.pub2,17,0,16,12,46,14
10.1002-14651858.CD007514.pub3,9,0,6,5,32,8
10.1002-14651858.CD006239.pub2,18,4,7,17,56,24
10.1002-14651858.CD010521.pub2,14,2,9,12,65,29
10.1002-14651858.CD010943.pub2,15,4,10,11,43,2
10.1002-14651858.CD007034.pub3,4,1,4,5,15,4
10.1002-14651858.CD004734.pub4,10,5,11,5,34,8
10.1002-14651858.CD005055.pub3,7,4,21,12,72,15
10.1002-14651858.CD009532.pub2,17,7,14,20,71,9
10.1002-14651858.CD004687.pub4,11,1,19,16,53,15
10.1002-14651858.CD007331.pub3,10,2,13,14,62,13
10.1002-14651858.CD009266.pub2,13,2,15,10,60,18
10.1002-14651858.CD003488.pub3,9,4,11,5,33,6
10.1002-14651858.CD006639.pub4,11,3,7,7,29,6
10.1002-14651858.CD003462.pub3,2,2,8,3,21,6
10.1002-14651858.CD010409.pub2,28,13,18,27,86,9
10.1002-14651858.CD007210.pub3,29,4,28,16,83,52
10.1002-14651858.CD006033.pub5,13,7,17,8,44,4
10.1002-14651858.CD006767.pub3,19,6,10,16,65,10
10.1002-14651858.CD000238.pub2,14,3,11,20,47,5
10.1002-14651858.CD009979.pub2,12,4,9,8,38,9
10.1002-14651858.CD007469.pub2,17,2,16,19,48,24
10.1002-14651858.CD008579.pub3,21,4,18,16,77,14
10.1002-14651858.CD001833.pub3,11,4,16,10,59,14
10.1002-14651858.CD009120.pub2,14,2,15,3,38,16
10.1002-14651858.CD009065.pub2,12,1,9,17,59,18
10.1002-14651858.CD009135.pub2,9,2,11,18,40,4
10.1002-14651858.CD008625.pub2,7,4,15,2,42,17
10.1002-14651858.CD003101.pub3,15,5,24,9,39,8
10.1002-14651858.CD003148.pub3,10,2,20,20,51,15
10.1002-14651858.CD004098.pub2,21,5,16,5,66,12
10.1002-14651858.CD007333.pub2,11,2,10,15,33,8
10.1002-14651858.CD002281.pub3,15,1,17,9,64,15
10.1002-14651858.CD002815.pub2,13,1,7,10,39,13
10.1002-14651858.CD009960.pub2,22,8,17,12,48,34
10.1002-14651858.CD007679.pub4,21,2,9,19,86,15
10.1002-14651858.CD009646.pub2,6,1,8,5,28,9
10.1002-14651858.CD011132.pub2,15,4,26,12,76,13
10.1002-14651858.CD010749.pub2,21,5,16,28,45,11
10.1002-14651858.CD001266.pub4,20,3,14,33,68,10
10.1002-14651858.CD009211.pub2,16,7,13,23,89,24
10.1002-14651858.CD008566.pub2,8,3,6,8,24,8
10.1002-14651858.CD001338.pub3,36,4,23,19,84,22
10.1002-14651858.CD007922.pub3,13,5,11,24,62,11
10.1002-14651858.CD006242.pub2,24,8,22,27,87,12
10.1002-14651858.CD003216.pub2,3,4,6,6,14,5
10.1002-14651858.CD010146.pub2,19,3,20,11,67,16
10.1002-14651858.CD008758.pub2,14,3,10,17,49,15
10.1002-14651858.CD010327.pub2,10,2,14,6,41,18
10.1002-14651858.CD008782.pub4,4,2,7,4,18,4
10.1002-14651858.CD001918.pub3,11,1,10,4,28,7
10.1002-14651858.CD009235.pub3,11,4,14,11,48,10
10.1002-14651858.CD006744.pub3,24,4,16,17,58,22
10.1002-14651858.CD001470.pub2,22,5,18,15,48,20
10.1002-14651858.CD000957.pub2,12,3,17,18,104,16
10.1002-14651858.CD010212.pub2,7,5,6,4,28,6
10.1002-14651858.CD007467.pub4,14,3,15,3,40,8
10.1002-14651858.CD004452.pub3,9,5,18,12,35,5
10.1002-14651858.CD002255.pub2,26,4,18,9,41,5
10.1002-14651858.CD010253.pub2,17,3,24,16,75,45
10.1002-14651858.CD009810.pub2,13,3,13,16,52,21
10.1002-14651858.CD009162.pub2,9,4,14,4,45,27
10.1002-14651858.CD009908.pub2,12,4,17,16,40,16
10.1002-14651858.CD008805.pub3,12,6,9,9,22,6
10.1002-14651858.CD007477.pub3,23,2,12,6,65,17
10.1002-14651858.CD010695.pub2,13,13,14,22,62,17
10.1002-14651858.CD009697.pub2,17,8,17,18,55,10
10.1002-14651858.CD007784.pub2,7,2,10,12,32,6
10.1002-14651858.CD010252.pub2,27,4,27,15,84,67
10.1002-14651858.CD003824.pub2,8,1,10,11,33,5
10.1002-14651858.CD009964.pub2,11,5,13,6,53,8
10.1002-14651858.CD010870.pub2,28,4,27,24,72,13
10.1002-14651858.CD011056.pub2,25,4,22,20,69,11
10.1002-14651858.CD010909.pub2,17,4,18,22,48,23
10.1002-14651858.CD003895.pub3,10,2,7,11,36,9
10.1002-14651858.CD003463.pub2,10,4,18,14,67,21
10.1002-14651858.CD006056.pub2,15,8,17,14,56,11
10.1002-14651858.CD009108.pub2,10,1,15,5,57,10
10.1002-14651858.CD007232.pub4,17,8,26,35,131,20
10.1002-14651858.CD004927.pub4,21,6,22,19,84,27
10.1002-14651858.CD007683.pub3,17,1,12,7,40,11
10.1002-14651858.CD004772.pub4,17,4,8,12,45,16
10.1002-14651858.CD002947.pub2,15,7,19,28,69,26
10.1002-14651858.CD008616.pub2,20,1,16,14,67,11
10.1002-14651858.CD009741.pub2,15,5,11,18,37,22
10.1002-14651858.CD009446.pub2,18,1,21,9,41,9
10.1002-14651858.CD009413.pub2,17,4,17,7,42,4
10.1002-14651858.CD010769.pub2,18,3,10,9,43,4
10.1002-14651858.CD007676.pub2,15,3,8,12,50,13
10.1002-14651858.CD002020.pub4,8,2,14,10,39,12
10.1002-14651858.CD010312.pub2,18,3,19,5,41,13
10.1002-14651858.CD008549.pub3,11,3,15,8,27,5
10.1002-14651858.CD004272.pub3,11,5,15,17,52,10
10.1002-14651858.CD009384.pub2,6,5,16,8,27,13
10.1002-14651858.CD003948.pub3,7,2,7,5,29,4
10.1002-14651858.CD010681.pub2,21,5,21,15,56,4
10.1002-14651858.CD007104.pub2,6,0,13,8,48,10
10.1002-14651858.CD009917.pub2,9,3,9,20,39,10
10.1002-14651858.CD007298.pub4,13,7,10,12,25,5
10.1002-14651858.CD007714.pub2,25,3,20,11,92,22
10.1002-14651858.CD003526.pub3,14,2,20,17,85,55
10.1002-14651858.CD010072.pub2,13,2,14,11,49,9
10.1002-14651858.CD009941.pub2,9,0,13,3,41,20
10.1002-14651858.CD007364.pub2,13,4,15,12,45,9
10.1002-14651858.CD008397.pub2,25,6,13,13,73,12
10.1002-14651858.CD007479.pub2,20,6,22,12,42,17
10.1002-14651858.CD001899.pub4,8,4,9,4,16,3
10.1002-14651858.CD002996.pub3,21,7,19,29,79,18
10.1002-14651858.CD001181.pub4,17,4,5,16,53,11
10.1002-14651858.CD003717.pub3,20,8,25,25,75,28
10.1002-14651858.CD002860.pub2,4,5,6,8,15,4
10.1002-14651858.CD004309.pub4,6,1,4,5,32,0
10.1002-14651858.CD003747.pub4,19,5,25,26,71,12
10.1002-14651858.CD009931.pub2,19,5,12,26,63,11
10.1002-14651858.CD005062.pub4,14,13,9,44,99,9
10.1002-14651858.CD001999.pub2,9,3,5,8,20,8
10.1002-14651858.CD009968.pub2,14,4,15,11,38,21
10.1002-14651858.CD009405.pub2,12,1,14,9,38,18
10.1002-14651858.CD010110.pub2,10,3,5,11,29,6
10.1002-14651858.CD010125.pub2,13,3,17,10,62,15
10.1002-14651858.CD001258.pub3,15,4,13,11,32,14
10.1002-14651858.CD001289.pub2,16,4,7,15,63,12
10.1002-14651858.CD009667.pub2,22,3,12,17,80,20
10.1002-14651858.CD007325.pub3,13,2,17,10,51,13
10.1002-14651858.CD006133.pub5,5,6,14,8,33,1
10.1002-14651858.CD009808.pub2,12,4,12,19,56,17
10.1002-14651858.CD006134.pub5,3,3,6,19,34,1
10.1002-14651858.CD010071.pub3,21,5,18,27,70,26
10.1002-14651858.CD007768.pub3,13,6,26,8,48,22
10.1002-14651858.MR000034.pub2,5,3,12,11,41,10
10.1002-14651858.CD006749.pub3,17,2,17,5,58,43
10.1002-14651858.CD002901.pub3,6,3,3,5,16,3
10.1002-14651858.CD005284.pub3,12,4,10,6,38,15
10.1002-14651858.CD010561.pub2,19,7,16,20,40,22
10.1002-14651858.CD006273.pub3,5,2,10,12,27,12
10.1002-14651858.CD006274.pub3,5,2,9,10,20,11
10.1002-14651858.CD007912.pub2,16,5,17,26,86,19
10.1002-14651858.CD005387.pub3,4,4,8,5,12,5
10.1002-14651858.CD001920.pub3,21,7,27,37,88,55
10.1002-14651858.CD006912.pub2,27,7,19,12,95,21
10.1002-14651858.CD010189.pub2,31,3,19,12,95,21
10.1002-14651858.CD008998.pub2,10,5,10,9,41,11
10.1002-14651858.CD008958.pub2,14,5,30,31,62,24
10.1002-14651858.CD005293.pub2,22,8,31,15,64,28
10.1002-14651858.CD005200.pub3,16,4,19,20,61,14
10.1002-14651858.CD000227.pub4,8,5,24,13,53,4
10.1002-14651858.CD008053.pub3,18,3,16,11,52,13
10.1002-14651858.CD010322.pub2,13,4,11,10,54,15
10.1002-14651858.CD007811.pub2,19,7,20,15,39,19
10.1002-14651858.CD009763.pub2,17,7,15,13,51,14
10.1002-14651858.CD008965.pub4,18,4,35,38,121,28
10.1002-14651858.CD005451.pub3,19,6,14,10,35,6
10.1002-14651858.CD010366.pub2,16,2,17,13,54,8
10.1002-14651858.CD005087.pub4,8,2,4,8,37,10
10.1002-14651858.CD003749.pub3,14,2,16,4,40,17
10.1002-14651858.CD010835.pub2,6,1,13,7,33,9
10.1002-14651858.CD009182.pub2,17,4,17,21,76,18
10.1002-14651858.CD006531.pub2,13,3,11,12,53,9
10.1002-14651858.CD000937.pub2,7,1,8,12,29,9
10.1002-14651858.CD010056.pub2,22,5,10,34,57,6
10.1002-14651858.CD001255.pub5,8,3,8,8,28,5
10.1002-14651858.CD009694.pub2,21,8,9,19,49,6
10.1002-14651858.CD005228.pub4,15,3,24,16,65,11
10.1002-14651858.CD009297.pub2,4,2,11,4,19,8
10.1002-14651858.CD010915.pub2,6,1,13,6,46,10
10.1002-14651858.CD004112.pub4,5,1,9,9,29,6
10.1002-14651858.CD000942.pub3,8,6,11,3,40,10
10.1002-14651858.CD003991.pub4,16,3,13,11,50,8
10.1002-14651858.CD008261.pub2,28,2,22,20,101,16
10.1002-14651858.CD008567.pub3,18,8,18,15,50,8
10.1002-14651858.CD002294.pub4,11,3,13,10,61,11
10.1002-14651858.CD009893.pub2,12,1,14,17,71,15
10.1002-14651858.CD010844.pub2,25,0,37,16,76,23
10.1002-14651858.CD008486.pub2,23,4,22,11,66,27
10.1002-14651858.CD008115.pub3,16,5,17,16,53,17
10.1002-14651858.CD009060.pub2,25,3,12,17,86,19
10.1002-14651858.CD010800.pub2,9,1,9,10,27,5
10.1002-14651858.CD008785.pub2,13,5,15,20,58,14
10.1002-14651858.CD006930.pub3,29,4,15,12,103,24
10.1002-14651858.CD009578.pub2,12,4,14,15,59,9
10.1002-14651858.CD002013.pub3,16,3,10,13,47,4
10.1002-14651858.CD003007.pub3,13,9,17,16,79,27
10.1002-14651858.CD002010.pub4,12,2,15,6,33,5
10.1002-14651858.CD007049.pub2,34,2,14,15,102,31
10.1002-14651858.CD010100.pub2,4,0,11,10,34,10
10.1002-14651858.CD009590.pub2,8,0,11,5,40,10
10.1002-14651858.CD006088.pub4,20,3,15,12,60,11
10.1002-14651858.CD010115.pub2,34,11,29,35,99,17
10.1002-14651858.CD005208.pub3,9,4,9,10,41,6
10.1002-14651858.CD009573.pub2,8,4,12,18,63,4
10.1002-14651858.CD009850.pub2,5,3,6,17,34,4
10.1002-14651858.CD001753.pub3,7,2,4,3,28,5
10.1002-14651858.CD002890.pub2,9,2,3,8,25,8
10.1002-14651858.CD005467.pub2,21,5,30,26,79,13
10.1002-14651858.CD002245.pub2,18,7,20,7,42,4
10.1002-14651858.CD008797.pub2,15,1,15,4,50,23
10.1002-14651858.CD009270.pub3,5,4,2,2,9,2
10.1002-14651858.CD009910.pub2,16,5,13,20,59,18
10.1002-14651858.CD006660.pub3,25,5,26,7,92,41
10.1002-14651858.CD009802.pub2,21,6,19,16,49,11
10.1002-14651858.CD007928.pub3,18,3,13,9,46,19
10.1002-14651858.CD007284.pub2,11,1,6,5,49,7
10.1002-14651858.CD004134.pub3,19,1,16,14,72,18
10.1002-14651858.CD010492.pub2,11,2,11,2,31,16
10.1002-14651858.CD008597.pub2,14,4,11,15,33,10
10.1002-14651858.CD010813.pub2,4,2,7,5,10,6
10.1002-14651858.CD009454.pub2,7,3,11,9,28,13
10.1002-14651858.CD010478.pub2,21,4,14,11,100,27
10.1002-14651858.CD005642.pub3,8,6,7,6,53,13
10.1002-14651858.CD007452.pub2,6,1,8,12,45,7
10.1002-14651858.CD006320.pub4,9,3,5,7,34,9
10.1002-14651858.CD009933.pub2,20,4,19,16,109,45
10.1002-14651858.CD005441.pub3,13,8,14,16,74,20
10.1002-14651858.CD007062.pub3,4,3,4,6,15,1
10.1002-14651858.CD010244.pub2,34,2,10,16,92,23
10.1002-14651858.CD003440.pub4,17,6,27,35,73,10
10.1002-14651858.CD003946.pub4,10,4,6,5,33,8
10.1002-14651858.CD010426.pub2,11,2,5,6,29,13
10.1002-14651858.CD010152.pub2,11,5,12,19,49,10
10.1002-14651858.CD005983.pub3,15,6,10,8,44,14
10.1002-14651858.CD008357.pub2,7,1,6,6,30,15
10.1002-14651858.CD004707.pub3,25,3,17,18,57,17
10.1002-14651858.CD009943.pub2,26,4,12,19,66,20
10.1002-14651858.CD006252.pub4,4,0,3,2,15,6
10.1002-14651858.CD005380.pub5,12,2,13,10,33,12
10.1002-14651858.CD007109.pub2,28,2,17,12,92,17
10.1002-14651858.CD000530.pub3,13,0,13,6,46,13
10.1002-14651858.CD001132.pub2,24,10,16,16,79,12
10.1002-14651858.CD007059.pub2,14,2,7,15,46,6
10.1002-14651858.CD010271.pub2,11,6,7,10,23,7
10.1002-14651858.CD009122.pub2,20,6,15,22,97,24
10.1002-14651858.CD010365.pub2,19,5,17,16,58,12
10.1002-14651858.CD008420.pub3,19,4,18,4,62,9
10.1002-14651858.CD008639.pub2,3,1,4,5,28,6
10.1002-14651858.CD008544.pub2,24,1,28,13,100,29
10.1002-14651858.CD003249.pub3,12,5,14,14,44,5
10.1002-14651858.CD009746.pub2,6,1,6,9,25,14
10.1002-14651858.CD005485.pub3,9,0,6,5,20,4
10.1002-14651858.CD006022.pub4,7,3,6,13,29,6
10.1002-14651858.CD009131.pub3,14,2,14,14,49,19
10.1002-14651858.CD006370.pub2,14,0,7,11,31,10
10.1002-14651858.CD009845.pub2,11,9,9,20,51,8
10.1002-14651858.CD003582.pub2,7,0,10,1,30,9
10.1002-14651858.CD005117.pub3,21,10,17,16,103,27
10.1002-14651858.CD003047.pub3,9,1,11,12,54,15
10.1002-14651858.CD005971.pub3,22,9,15,14,42,9
10.1002-14651858.CD005970.pub3,22,8,13,14,41,9
10.1002-14651858.CD006058.pub3,12,3,12,16,49,12
10.1002-14651858.CD009015.pub2,12,4,17,13,50,8
10.1002-14651858.CD010242.pub2,4,1,5,3,12,1
10.1002-14651858.CD009752.pub2,13,5,14,13,58,9
10.1002-14651858.CD002207.pub4,10,4,10,3,24,10
10.1002-14651858.CD010314.pub2,18,5,37,32,99,20
10.1002-14651858.CD006866.pub3,16,6,10,22,54,14
10.1002-14651858.CD004260.pub3,8,3,7,14,109,34
10.1002-14651858.CD008066.pub3,11,2,27,8,59,13
10.1002-14651858.CD004943.pub4,13,6,17,10,38,10
10.1002-14651858.CD010441.pub2,19,3,21,10,51,23
10.1002-14651858.CD004352.pub3,15,2,19,7,50,10
