DOI,tobeverb,auxverb,conjunction,pronoun,preposition,nominalization 
10.1002-14651858.CD006915.pub3,15,8,12,17,98,44
10.1002-14651858.CD011381.pub2,28,5,33,29,130,33
10.1002-14651858.CD007193.pub2,29,5,42,18,118,49
10.1002-14651858.CD010789.pub2,25,1,41,16,86,24
10.1002-14651858.CD007951.pub2,8,3,13,8,41,15
10.1002-14651858.CD010350.pub2,14,2,24,10,59,17
10.1002-14651858.CD011011.pub2,9,0,16,12,48,18
10.1002-14651858.CD009679.pub2,23,1,38,10,94,29
10.1002-14651858.CD004446.pub4,23,7,33,23,81,26
10.1002-14651858.CD006790.pub3,22,1,16,22,80,33
10.1002-14651858.CD008599.pub2,16,0,27,22,94,41
10.1002-14651858.CD011045.pub2,14,5,59,31,148,36
10.1002-14651858.CD007830.pub4,8,3,22,18,63,25
10.1002-14651858.CD004405.pub5,6,0,17,10,65,10
10.1002-14651858.CD007863.pub4,17,0,20,9,54,23
10.1002-14651858.CD010367.pub2,26,2,36,17,82,61
10.1002-14651858.CD009956.pub2,19,5,24,15,82,16
10.1002-14651858.CD011247.pub2,12,2,37,13,88,22
10.1002-14651858.CD006459.pub3,26,3,55,49,123,42
10.1002-14651858.CD005502.pub3,15,1,21,15,50,11
10.1002-14651858.CD010198.pub2,20,2,20,18,79,30
10.1002-14651858.CD010586.pub2,26,5,31,26,109,28
10.1002-14651858.CD007324.pub3,11,2,21,21,92,39
10.1002-14651858.CD008136.pub3,11,2,15,5,42,30
10.1002-14651858.CD007575.pub4,18,1,36,11,58,24
10.1002-14651858.CD009938.pub2,11,1,32,10,76,19
10.1002-14651858.CD004069.pub3,15,2,24,6,73,36
10.1002-14651858.CD002098.pub2,10,3,43,29,137,61
10.1002-14651858.CD009106.pub2,6,7,35,20,71,39
10.1002-14651858.CD011448.pub2,36,4,46,24,120,70
10.1002-14651858.CD009061.pub2,23,1,37,13,96,42
10.1002-14651858.CD006716.pub3,27,7,39,15,113,35
10.1002-14651858.CD000020.pub3,15,5,14,8,81,31
10.1002-14651858.CD007952.pub3,14,8,29,9,78,43
10.1002-14651858.CD002930.pub6,13,4,11,12,54,12
10.1002-14651858.CD001735.pub5,12,4,15,12,42,12
10.1002-14651858.CD003876.pub4,13,3,13,10,66,22
10.1002-14651858.CD010259.pub3,14,5,27,27,93,23
10.1002-14651858.CD005399.pub3,21,1,16,20,71,24
10.1002-14651858.CD001726.pub5,11,6,16,9,62,21
10.1002-14651858.CD011138.pub2,12,6,37,13,76,28
10.1002-14651858.CD001929.pub3,21,0,29,15,66,26
10.1002-14651858.CD006291.pub3,13,4,24,17,71,19
10.1002-14651858.CD007603.pub2,21,8,26,17,131,40
10.1002-14651858.CD011054.pub2,8,0,23,16,53,17
10.1002-14651858.CD007449.pub2,17,0,26,6,72,10
10.1002-14651858.CD003906.pub4,9,3,14,13,56,18
10.1002-14651858.CD004464.pub3,13,2,27,8,138,42
10.1002-14651858.CD011397.pub2,17,5,28,12,111,28
10.1002-14651858.CD000144.pub3,13,3,17,5,66,13
10.1002-14651858.CD003298.pub3,16,1,32,15,85,31
10.1002-14651858.CD009194.pub3,15,2,26,12,81,38
10.1002-14651858.CD007610.pub3,8,7,18,2,58,24
10.1002-14651858.CD007577.pub3,14,2,20,13,87,27
10.1002-14651858.CD010989.pub2,9,1,9,11,49,21
10.1002-14651858.CD009509.pub3,10,2,18,23,66,37
10.1002-14651858.CD001399.pub4,17,2,14,11,40,11
10.1002-14651858.CD011091.pub2,31,3,36,25,103,32
10.1002-14651858.CD008553.pub2,19,4,28,16,75,42
10.1002-14651858.CD006081.pub2,18,2,27,23,103,52
10.1002-14651858.CD007003.pub2,15,0,32,9,106,42
10.1002-14651858.CD010182.pub3,21,0,23,7,53,14
10.1002-14651858.CD007924.pub3,20,3,30,19,93,25
10.1002-14651858.CD007264.pub3,14,2,20,17,41,18
10.1002-14651858.CD010490.pub2,28,1,34,37,113,57
10.1002-14651858.CD009805.pub3,10,6,29,16,55,23
10.1002-14651858.CD001430.pub4,18,2,18,14,86,13
10.1002-14651858.CD010606.pub2,18,3,24,15,99,46
10.1002-14651858.CD010278.pub2,7,2,15,14,48,22
10.1002-14651858.CD010861.pub2,26,7,30,19,73,31
10.1002-14651858.CD001392.pub3,10,0,21,9,86,38
10.1002-14651858.CD009201.pub2,17,1,23,21,87,33
10.1002-14651858.CD001964.pub4,12,1,15,10,69,20
10.1002-14651858.CD003677.pub5,31,7,30,16,76,33
10.1002-14651858.CD007560.pub3,24,3,33,13,87,30
10.1002-14651858.CD011107.pub2,20,5,30,29,88,31
10.1002-14651858.CD007082.pub2,19,1,16,21,75,23
10.1002-14651858.CD010497.pub2,18,5,30,22,118,38
10.1002-14651858.CD009900.pub2,15,2,33,12,77,29
10.1002-14651858.CD010370.pub2,25,1,28,4,78,30
10.1002-14651858.CD011834,10,1,40,14,92,22
10.1002-14651858.CD010095.pub2,21,3,20,25,114,41
10.1002-14651858.CD003434.pub3,25,0,32,19,140,25
10.1002-14651858.CD005128.pub3,20,1,33,8,114,38
10.1002-14651858.CD011021.pub2,13,7,18,17,79,15
10.1002-14651858.CD008214.pub3,23,7,31,16,97,35
10.1002-14651858.CD008736.pub2,15,1,24,11,75,28
10.1002-14651858.CD005248.pub3,7,3,16,14,55,9
10.1002-14651858.CD006774.pub4,27,5,22,10,95,34
10.1002-14651858.CD007208.pub3,7,6,18,11,43,14
10.1002-14651858.CD011163.pub2,13,3,33,16,83,34
10.1002-14651858.CD008875.pub2,22,8,22,21,91,35
10.1002-14651858.CD006731.pub2,19,4,40,23,79,42
10.1002-14651858.CD006849.pub3,16,2,22,16,88,18
10.1002-14651858.CD011824,26,4,34,24,97,27
10.1002-14651858.CD005549.pub3,30,3,48,37,89,33
10.1002-14651858.CD011474.pub2,16,1,22,10,80,16
10.1002-14651858.CD001751.pub3,21,3,26,20,66,30
10.1002-14651858.CD009730.pub2,15,2,20,7,64,26
10.1002-14651858.CD001863.pub4,17,5,29,22,77,23
10.1002-14651858.CD000084.pub3,24,5,24,14,101,31
10.1002-14651858.CD010033.pub2,32,3,29,19,92,31
10.1002-14651858.CD009919.pub2,16,4,20,11,59,28
10.1002-14651858.CD007373.pub3,18,1,25,11,83,39
10.1002-14651858.CD007399.pub2,14,2,33,13,80,31
10.1002-14651858.MR000042.pub2,20,10,38,48,116,37
10.1002-14651858.CD011242.pub2,33,2,33,18,107,37
10.1002-14651858.CD003703.pub3,19,7,25,18,124,44
10.1002-14651858.CD003909.pub2,24,4,34,19,75,23
10.1002-14651858.CD009279.pub3,22,4,29,4,56,20
10.1002-14651858.CD004818.pub4,28,9,24,23,96,30
10.1002-14651858.CD010075.pub3,17,5,32,23,82,20
10.1002-14651858.CD007007.pub3,14,2,32,15,86,45
10.1002-14651858.CD010085.pub2,16,2,46,11,92,32
10.1002-14651858.CD004736.pub5,13,1,35,15,72,33
10.1002-14651858.CD011311.pub2,9,2,21,27,45,14
10.1002-14651858.CD011032.pub2,24,1,32,17,97,33
10.1002-14651858.CD000082.pub3,6,3,4,3,23,5
10.1002-14651858.CD011437.pub2,27,5,23,18,109,32
10.1002-14651858.CD000166.pub2,24,4,24,10,103,39
10.1002-14651858.CD009849.pub3,6,6,35,21,73,17
10.1002-14651858.CD005086.pub4,20,10,18,9,57,25
10.1002-14651858.CD009570.pub2,12,1,22,23,58,27
10.1002-14651858.CD009727.pub2,18,2,38,18,85,34
10.1002-14651858.CD009500.pub2,9,3,28,23,55,9
10.1002-14651858.CD010952.pub2,28,4,51,11,103,21
10.1002-14651858.CD007087.pub2,10,3,35,17,62,15
10.1002-14651858.CD000934.pub3,24,3,21,10,84,24
10.1002-14651858.CD007887.pub3,16,1,27,17,91,26
10.1002-14651858.CD007901.pub3,17,1,29,12,80,46
10.1002-14651858.CD010932.pub2,16,6,28,14,44,20
10.1002-14651858.CD010337.pub2,34,3,58,24,147,41
10.1002-14651858.CD011354.pub2,22,9,17,17,77,34
10.1002-14651858.CD007058.pub3,16,6,23,15,82,29
10.1002-14651858.CD004081.pub3,19,3,19,19,55,14
10.1002-14651858.CD006447.pub3,24,4,19,19,120,52
10.1002-14651858.CD008671.pub3,16,5,38,19,107,27
10.1002-14651858.CD011509.pub2,17,3,24,15,67,19
10.1002-14651858.CD009577.pub3,16,3,29,11,84,36
10.1002-14651858.CD011090.pub2,18,3,37,16,111,27
10.1002-14651858.CD009330.pub2,15,2,22,26,70,17
10.1002-14651858.CD010471.pub2,8,2,12,6,47,17
10.1002-14651858.CD010294.pub2,13,0,33,14,74,23
10.1002-14651858.CD010591.pub2,21,2,31,18,112,31
10.1002-14651858.CD007614.pub2,21,0,27,12,98,28
10.1002-14651858.CD008911.pub2,7,2,13,9,40,13
10.1002-14651858.CD008432.pub2,12,0,14,6,66,23
10.1002-14651858.CD003743.pub2,8,1,18,11,75,13
10.1002-14651858.CD010555.pub2,13,2,36,25,104,20
10.1002-14651858.CD009154.pub3,29,3,58,3,99,52
10.1002-14651858.CD004768.pub3,6,1,17,12,73,19
10.1002-14651858.CD011777,11,3,23,17,65,29
10.1002-14651858.CD006886.pub2,24,1,25,8,100,36
10.1002-14651858.CD008242.pub3,26,4,24,18,83,27
10.1002-14651858.CD011789,5,0,12,11,33,9
10.1002-14651858.CD002959.pub4,13,1,19,7,79,22
10.1002-14651858.CD002933.pub6,12,2,9,12,44,14
10.1002-14651858.CD007030.pub3,11,12,33,19,72,23
10.1002-14651858.CD010265.pub2,23,1,31,29,119,43
10.1002-14651858.CD004083.pub3,13,0,16,11,44,15
10.1002-14651858.CD009506.pub4,7,4,14,12,53,13
10.1002-14651858.CD009864.pub2,32,4,51,22,122,52
10.1002-14651858.CD001555.pub5,13,2,34,21,94,28
10.1002-14651858.CD004101.pub5,21,1,13,18,99,20
10.1002-14651858.CD010572.pub2,16,2,16,19,89,30
10.1002-14651858.CD010956.pub2,17,3,38,11,69,18
10.1002-14651858.CD005314.pub3,5,2,22,13,52,21
10.1002-14651858.CD009389.pub3,28,5,20,19,103,24
10.1002-14651858.CD006027.pub2,46,2,36,14,113,39
10.1002-14651858.CD001451.pub4,19,5,25,6,51,28
10.1002-14651858.CD005341.pub3,33,1,33,18,100,36
10.1002-14651858.CD011159.pub2,6,3,28,12,74,42
10.1002-14651858.CD003036.pub3,15,10,29,12,74,46
10.1002-14651858.CD008884.pub2,14,4,39,18,134,41
10.1002-14651858.CD004123.pub4,9,2,19,15,68,13
10.1002-14651858.CD011740,15,3,25,7,77,26
10.1002-14651858.CD008562.pub3,16,6,28,21,73,26
10.1002-14651858.CD001730.pub3,13,1,56,8,74,29
10.1002-14651858.CD000219.pub4,18,5,35,14,149,15
10.1002-14651858.CD010896.pub2,27,6,55,30,135,36
10.1002-14651858.CD008253.pub4,19,1,17,5,62,13
10.1002-14651858.CD008632.pub2,32,6,39,23,147,51
10.1002-14651858.CD010600.pub2,6,0,10,11,32,16
10.1002-14651858.CD002250.pub3,13,0,23,7,92,22
10.1002-14651858.CD009658.pub2,10,3,30,5,57,19
10.1002-14651858.CD011158.pub2,21,3,37,19,101,40
10.1002-14651858.CD011306.pub2,20,7,41,18,80,28
10.1002-14651858.CD006850.pub3,21,4,26,23,114,32
10.1002-14651858.CD011350.pub2,4,4,33,18,70,17
10.1002-14651858.CD005222.pub3,10,1,13,9,56,14
10.1002-14651858.CD010856.pub2,20,0,32,30,152,61
10.1002-14651858.CD010518.pub2,9,2,10,9,31,10
10.1002-14651858.CD007872.pub3,18,1,37,8,68,32
10.1002-14651858.CD002280.pub2,22,2,35,18,113,48
10.1002-14651858.CD006142.pub3,17,0,24,22,83,34
10.1002-14651858.CD007402.pub3,14,2,34,24,91,16
10.1002-14651858.CD009905.pub2,14,2,27,11,76,39
10.1002-14651858.CD007145.pub3,17,5,42,22,98,37
10.1002-14651858.CD010762.pub2,22,8,28,18,88,35
10.1002-14651858.CD011070.pub2,20,5,28,10,68,32
10.1002-14651858.CD010390.pub2,26,5,32,20,93,26
10.1002-14651858.CD003366.pub3,13,0,29,18,84,14
10.1002-14651858.CD010436.pub2,7,2,13,13,34,10
10.1002-14651858.CD006965.pub4,7,2,21,7,36,11
10.1002-14651858.CD011428.pub2,5,1,7,5,24,15
10.1002-14651858.CD009982.pub2,20,2,36,13,100,39
10.1002-14651858.CD006007.pub4,6,3,16,10,43,9
10.1002-14651858.CD009006.pub2,19,5,16,14,56,19
10.1002-14651858.CD004792.pub5,7,2,20,15,47,11
10.1002-14651858.CD003669.pub2,21,7,30,11,143,39
10.1002-14651858.CD011735,15,2,24,9,90,31
10.1002-14651858.CD010023.pub2,26,8,39,20,94,25
10.1002-14651858.CD001992.pub3,23,1,34,11,127,28
10.1002-14651858.CD010336.pub2,16,1,18,15,67,30
10.1002-14651858.CD010446.pub2,21,7,22,21,76,30
10.1002-14651858.CD011278.pub2,13,2,12,15,47,19
10.1002-14651858.CD011079.pub2,11,0,16,10,35,7
10.1002-14651858.CD011398.pub2,6,2,13,6,40,8
10.1002-14651858.CD000296.pub4,34,1,15,7,99,26
10.1002-14651858.CD000179.pub3,11,0,30,8,48,24
10.1002-14651858.CD010432.pub2,15,2,24,13,114,57
10.1002-14651858.CD000032.pub3,31,4,40,12,95,45
10.1002-14651858.CD011438.pub2,29,3,35,19,96,28
10.1002-14651858.CD003348.pub3,7,1,21,24,67,17
10.1002-14651858.CD010862.pub2,16,4,29,17,75,19
10.1002-14651858.CD009566.pub2,18,1,47,16,81,22
10.1002-14651858.CD006788.pub3,20,6,40,24,92,30
10.1002-14651858.CD003343.pub4,10,5,29,12,96,47
10.1002-14651858.CD010090.pub2,11,3,23,22,86,28
10.1002-14651858.CD005525.pub3,10,1,20,9,57,39
10.1002-14651858.CD008729.pub2,12,1,17,5,55,22
10.1002-14651858.CD003176.pub3,16,3,25,5,73,17
10.1002-14651858.CD003352.pub4,7,2,11,9,42,33
10.1002-14651858.CD009311.pub2,15,3,40,13,114,53
10.1002-14651858.CD001914.pub2,18,1,20,16,68,18
10.1002-14651858.CD009923.pub2,22,1,30,10,112,27
10.1002-14651858.CD007988.pub2,16,3,29,16,74,35
10.1002-14651858.CD010664.pub2,21,2,20,12,103,30
10.1002-14651858.CD010960.pub2,16,1,30,21,88,44
10.1002-14651858.CD009863.pub2,20,6,17,12,74,39
10.1002-14651858.CD004783.pub5,19,3,25,12,89,18
10.1002-14651858.CD003825.pub4,7,1,19,8,63,12
10.1002-14651858.CD008096.pub4,19,3,26,15,89,36
10.1002-14651858.CD009785.pub2,24,2,14,20,68,24
10.1002-14651858.CD003475.pub2,39,7,34,13,115,40
10.1002-14651858.CD011277.pub2,11,2,20,7,46,16
10.1002-14651858.CD010237.pub2,15,1,17,10,59,22
10.1002-14651858.CD011316.pub2,22,3,33,20,66,22
10.1002-14651858.CD006258.pub2,15,2,26,10,82,24
10.1002-14651858.CD011334.pub2,12,1,19,5,47,14
10.1002-14651858.CD001556.pub3,14,0,11,9,64,17
10.1002-14651858.CD010774.pub2,21,2,40,19,84,48
10.1002-14651858.CD010012.pub2,10,5,35,18,98,41
10.1002-14651858.CD007881.pub3,20,3,23,15,60,14
10.1002-14651858.CD007818.pub3,17,3,31,15,61,23
10.1002-14651858.CD009503.pub3,23,3,18,19,69,24
10.1002-14651858.CD010307.pub2,22,1,37,21,132,42
10.1002-14651858.CD009705.pub2,6,0,44,3,34,15
10.1002-14651858.CD007071.pub3,8,0,18,14,53,30
10.1002-14651858.CD003448.pub4,12,2,12,14,56,12
10.1002-14651858.CD009080.pub2,16,2,27,13,88,23
10.1002-14651858.CD010180.pub2,18,2,31,19,146,42
10.1002-14651858.CD008732.pub2,30,2,37,9,109,49
10.1002-14651858.CD009652.pub2,18,2,30,11,133,50
10.1002-14651858.CD008788.pub3,9,2,22,15,57,18
10.1002-14651858.CD010766.pub2,14,0,15,17,57,13
10.1002-14651858.CD007803.pub2,18,2,59,12,108,43
10.1002-14651858.CD004896.pub4,18,6,19,15,79,19
10.1002-14651858.CD007017.pub2,13,8,41,28,77,30
10.1002-14651858.CD001916.pub3,9,3,19,10,55,28
10.1002-14651858.CD010540.pub2,13,1,29,21,93,38
10.1002-14651858.CD007428.pub3,18,1,31,18,104,52
10.1002-14651858.CD007771.pub3,16,3,15,14,49,18
10.1002-14651858.CD005050.pub3,12,2,21,15,73,39
10.1002-14651858.CD008408.pub3,20,0,29,14,104,27
10.1002-14651858.CD007910.pub2,15,2,11,7,50,16
10.1002-14651858.CD008138.pub3,21,0,30,21,103,37
10.1002-14651858.CD011681,14,2,42,20,93,22
10.1002-14651858.CD006174.pub3,21,4,29,15,74,17
10.1002-14651858.CD009647.pub2,36,10,53,25,124,44
10.1002-14651858.CD010708.pub2,20,7,28,9,95,33
10.1002-14651858.CD005470.pub3,16,5,22,15,80,21
10.1002-14651858.CD010334.pub2,41,9,32,19,130,37
10.1002-14651858.CD004884.pub4,10,1,15,17,69,18
10.1002-14651858.CD011179.pub2,21,2,20,16,83,34
10.1002-14651858.CD003262.pub5,49,3,44,20,123,43
10.1002-14651858.CD005476.pub4,9,1,18,13,26,9
10.1002-14651858.CD010663.pub2,7,2,16,11,55,15
10.1002-14651858.CD010756.pub2,15,1,19,9,68,22
10.1002-14651858.CD005998.pub2,32,8,45,13,99,65
10.1002-14651858.CD008820.pub2,16,4,20,9,49,17
10.1002-14651858.CD006353.pub4,8,2,11,10,44,17
10.1002-14651858.CD005381.pub4,9,1,15,19,71,30
10.1002-14651858.CD011076.pub2,19,0,44,11,108,25
10.1002-14651858.CD003949.pub4,28,6,16,18,84,25
10.1002-14651858.CD009699.pub2,19,3,25,13,121,34
10.1002-14651858.CD009524.pub2,16,2,25,11,77,23
10.1002-14651858.CD006821.pub3,12,4,21,14,54,24
10.1002-14651858.CD002286.pub3,16,1,26,21,76,12
10.1002-14651858.CD008578.pub3,6,1,9,12,30,16
10.1002-14651858.CD005468.pub2,24,1,36,16,148,41
10.1002-14651858.CD006754.pub4,11,2,15,8,54,28
10.1002-14651858.CD010313.pub2,4,0,19,5,34,13
10.1002-14651858.CD004380.pub3,21,4,37,20,108,40
10.1002-14651858.CD006489.pub4,20,3,34,37,95,25
10.1002-14651858.CD001450.pub4,18,4,34,7,66,28
10.1002-14651858.CD004716.pub4,8,1,17,19,49,24
10.1002-14651858.CD010501.pub2,13,2,25,12,82,25
10.1002-14651858.CD008457.pub2,20,2,40,26,104,36
10.1002-14651858.CD009891.pub2,13,3,28,24,75,16
10.1002-14651858.CD000518.pub2,16,0,40,24,147,46
10.1002-14651858.CD007194.pub2,26,4,31,18,112,42
10.1002-14651858.CD010298.pub2,20,2,37,16,110,27
10.1002-14651858.CD009950.pub3,22,1,25,10,90,20
10.1002-14651858.CD010508.pub2,14,1,29,9,67,45
10.1002-14651858.CD010015.pub3,9,0,24,15,60,17
10.1002-14651858.CD001980.pub3,35,3,35,13,129,41
10.1002-14651858.CD010823.pub2,16,5,23,22,91,49
10.1002-14651858.CD004241.pub4,23,1,25,15,89,27
10.1002-14651858.CD010306.pub2,4,3,18,12,70,29
10.1002-14651858.CD009534.pub2,14,0,20,8,61,27
10.1002-14651858.CD003406.pub4,20,0,35,24,92,37
10.1002-14651858.CD002892.pub5,13,3,35,19,107,39
10.1002-14651858.CD005044.pub3,24,6,31,16,86,37
10.1002-14651858.CD006833.pub2,16,2,30,9,52,9
10.1002-14651858.CD006150.pub2,11,1,28,20,85,27
10.1002-14651858.CD006037.pub3,14,3,27,25,72,48
10.1002-14651858.CD002919.pub3,16,1,43,14,81,26
10.1002-14651858.CD000083.pub3,11,2,19,8,69,27
10.1002-14651858.CD008694.pub2,26,4,46,22,125,50
10.1002-14651858.CD009596.pub4,17,3,33,24,99,28
10.1002-14651858.CD009404.pub3,20,0,30,21,109,45
10.1002-14651858.CD010261.pub2,15,3,28,15,86,34
10.1002-14651858.CD003581.pub3,18,8,26,12,60,16
10.1002-14651858.CD009186.pub2,16,3,29,21,66,20
10.1002-14651858.CD010450.pub2,24,1,28,9,107,28
10.1002-14651858.CD010324.pub2,29,3,37,16,114,45
10.1002-14651858.CD008005.pub4,11,0,13,7,54,25
10.1002-14651858.CD007398.pub3,20,2,25,3,83,27
10.1002-14651858.CD010743.pub2,24,5,26,30,102,32
10.1002-14651858.CD010305.pub2,6,3,28,35,111,37
10.1002-14651858.CD009383.pub2,26,1,42,23,109,50
10.1002-14651858.CD009515.pub2,18,2,31,9,94,18
10.1002-14651858.CD005376.pub3,13,3,26,21,67,24
10.1002-14651858.CD010621.pub2,25,0,37,21,112,30
10.1002-14651858.CD010824.pub2,15,5,32,21,61,15
10.1002-14651858.CD010605.pub2,15,1,30,22,108,42
10.1002-14651858.CD007754.pub3,13,10,34,20,95,32
10.1002-14651858.CD010854.pub2,33,10,34,18,90,35
10.1002-14651858.CD003988.pub2,7,2,36,12,75,45
10.1002-14651858.CD010645.pub2,13,4,23,16,77,30
10.1002-14651858.CD007884.pub3,6,1,27,18,82,31
10.1002-14651858.CD000104.pub4,29,2,29,10,108,33
10.1002-14651858.CD009574.pub2,30,5,28,8,100,37
10.1002-14651858.CD010217.pub2,20,1,24,16,83,66
10.1002-14651858.CD009959.pub2,12,3,25,17,47,24
10.1002-14651858.CD011345.pub2,31,10,35,15,100,57
10.1002-14651858.CD010636.pub2,16,6,30,14,91,32
10.1002-14651858.CD004020.pub3,17,2,41,17,116,57
10.1002-14651858.CD004749.pub3,17,4,36,28,85,26
10.1002-14651858.CD010750.pub2,25,1,18,23,92,24
10.1002-14651858.CD010200.pub2,15,2,33,13,70,37
10.1002-14651858.CD001538.pub4,18,2,22,9,101,20
10.1002-14651858.CD008226.pub3,19,0,23,20,101,11
10.1002-14651858.CD010036.pub2,14,0,31,15,79,22
10.1002-14651858.CD009579.pub2,21,1,26,13,64,25
10.1002-14651858.CD010480.pub2,27,3,17,14,87,20
10.1002-14651858.CD002229.pub4,17,1,29,23,94,34
10.1002-14651858.CD006208.pub3,9,1,25,11,61,28
10.1002-14651858.CD008419.pub2,34,0,33,26,101,22
10.1002-14651858.CD004205.pub3,3,8,21,13,67,19
10.1002-14651858.CD001954.pub4,10,0,20,13,73,21
10.1002-14651858.CD005083.pub4,20,1,36,16,85,36
10.1002-14651858.CD003443.pub3,19,2,24,24,66,20
10.1002-14651858.CD007835.pub2,10,3,34,14,120,49
10.1002-14651858.CD009924.pub2,22,2,38,26,111,44
10.1002-14651858.CD006819.pub2,15,1,27,11,53,13
10.1002-14651858.CD003217.pub5,8,1,16,8,26,6
10.1002-14651858.CD010942.pub2,10,5,22,13,48,17
10.1002-14651858.CD010987.pub2,7,3,16,10,46,14
10.1002-14651858.CD009444.pub3,17,1,35,11,91,42
10.1002-14651858.CD010523.pub2,22,1,47,27,137,48
10.1002-14651858.CD011430,17,0,24,26,86,23
10.1002-14651858.CD004493.pub3,32,6,30,19,100,35
10.1002-14651858.CD003712.pub3,19,3,26,19,72,28
10.1002-14651858.CD004731.pub4,14,3,22,5,65,15
10.1002-14651858.CD009852.pub2,33,2,24,8,112,37
10.1002-14651858.CD010339.pub2,23,4,45,20,108,25
10.1002-14651858.CD011548,26,4,44,16,97,22
10.1002-14651858.CD011549,19,5,56,17,103,25
10.1002-14651858.CD008106.pub3,21,4,28,19,113,46
10.1002-14651858.CD011404.pub2,19,2,22,15,63,18
10.1002-14651858.CD011386.pub2,37,5,33,17,117,34
10.1002-14651858.CD007079.pub3,15,0,20,13,46,28
10.1002-14651858.CD007897.pub3,9,1,26,9,64,22
10.1002-14651858.CD007444.pub4,16,0,19,5,66,26
10.1002-14651858.CD003793.pub3,28,4,39,30,123,64
10.1002-14651858.CD003263.pub5,14,3,26,25,103,29
10.1002-14651858.CD010792.pub2,10,2,21,10,73,18
10.1002-14651858.CD011547,13,2,25,6,55,20
10.1002-14651858.CD005610.pub2,7,5,41,25,75,29
10.1002-14651858.CD006506.pub3,20,2,31,26,108,38
10.1002-14651858.CD004985.pub5,11,1,8,9,51,18
10.1002-14651858.CD003659.pub4,11,1,28,18,91,24
10.1002-14651858.CD007979.pub3,9,1,24,15,49,29
10.1002-14651858.CD008619.pub2,19,1,25,23,79,29
10.1002-14651858.CD000535.pub3,31,2,62,22,111,50
10.1002-14651858.CD009895.pub2,23,8,33,9,82,33
10.1002-14651858.CD004690.pub4,16,1,32,7,61,25
10.1002-14651858.CD007989.pub2,38,3,44,35,129,43
10.1002-14651858.CD009502.pub3,10,2,18,23,65,10
10.1002-14651858.CD009088.pub3,8,0,11,12,40,16
10.1002-14651858.CD007259.pub2,19,1,20,13,74,16
10.1002-14651858.CD011226.pub2,18,0,22,13,46,12
10.1002-14651858.CD010009.pub2,11,5,18,20,63,14
10.1002-14651858.CD010438.pub2,32,3,46,23,102,22
10.1002-14651858.CD010138.pub2,17,0,14,10,38,17
10.1002-14651858.CD009216.pub2,13,0,17,8,46,16
10.1002-14651858.CD009765.pub2,20,5,34,13,119,55
10.1002-14651858.CD000184.pub4,31,3,39,9,102,39
10.1002-14651858.CD007948.pub3,9,2,12,8,36,11
10.1002-14651858.CD008779.pub2,8,2,9,7,32,8
10.1002-14651858.CD001902.pub2,24,3,24,10,95,25
10.1002-14651858.CD009961.pub2,15,1,43,9,81,28
10.1002-14651858.CD006327.pub3,11,3,16,18,60,15
10.1002-14651858.CD009944.pub2,22,10,24,31,101,24
10.1002-14651858.CD000307.pub2,23,1,30,15,83,25
10.1002-14651858.CD010107.pub3,19,1,25,16,88,25
10.1002-14651858.CD003130.pub3,26,5,43,20,121,27
10.1002-14651858.CD007622.pub3,23,0,22,11,64,19
10.1002-14651858.CD008400.pub3,4,1,9,9,27,7
10.1002-14651858.CD001067.pub3,22,0,18,18,70,21
10.1002-14651858.CD006178.pub3,9,4,20,7,45,29
10.1002-14651858.CD006127.pub2,20,0,48,17,163,38
10.1002-14651858.CD010633.pub2,25,2,30,31,104,24
10.1002-14651858.CD008020.pub2,20,10,19,8,107,31
10.1002-14651858.CD001957.pub6,17,1,24,9,69,26
10.1002-14651858.CD005614.pub2,16,1,39,11,153,50
10.1002-14651858.CD010632.pub2,17,4,31,25,105,25
10.1002-14651858.CD007497.pub2,25,2,23,10,73,19
10.1002-14651858.CD004250.pub5,11,7,30,4,61,43
10.1002-14651858.CD006638.pub3,40,2,35,25,121,27
10.1002-14651858.CD010007.pub2,8,4,18,14,33,8
10.1002-14651858.CD006745.pub3,27,6,39,31,91,34
10.1002-14651858.CD010653.pub2,11,15,32,19,104,15
10.1002-14651858.CD007716.pub4,10,1,12,11,36,11
10.1002-14651858.CD007379.pub2,6,0,16,8,51,8
10.1002-14651858.CD004903.pub4,11,3,24,7,89,34
10.1002-14651858.CD010381.pub2,14,3,36,25,102,29
10.1002-14651858.CD010542.pub2,27,16,51,23,155,21
10.1002-14651858.CD011241.pub2,11,0,21,10,54,23
10.1002-14651858.CD011066.pub2,34,6,31,23,96,36
10.1002-14651858.CD010387.pub2,22,8,42,21,98,34
10.1002-14651858.CD007505.pub2,34,2,37,17,137,55
10.1002-14651858.CD001843.pub5,21,5,25,8,89,49
10.1002-14651858.CD007356.pub2,28,1,23,16,170,36
10.1002-14651858.CD009436.pub2,14,7,40,24,135,28
10.1002-14651858.CD008426.pub2,11,1,37,21,86,32
10.1002-14651858.CD009831.pub2,23,1,22,14,91,34
10.1002-14651858.CD007937.pub2,5,0,16,11,57,20
10.1002-14651858.CD006342.pub2,11,3,28,17,47,21
10.1002-14651858.CD002143.pub4,36,7,29,12,109,35
10.1002-14651858.CD008807.pub2,14,6,33,10,89,37
10.1002-14651858.CD010767.pub2,11,3,18,15,66,13
10.1002-14651858.CD005397.pub4,21,2,26,11,65,44
10.1002-14651858.CD007271.pub3,13,1,13,9,61,18
