DOI,tobeverb,auxverb,conjunction,pronoun,preposition,nominalization 
10.1002-14651858.CD012417.pub2,17,5,39,18,117,40
10.1002-14651858.CD005291.pub3,36,3,38,17,129,41
10.1002-14651858.CD011860.pub2,15,13,44,9,114,40
10.1002-14651858.CD012081.pub3,16,9,32,24,80,31
10.1002-14651858.CD010458.pub3,19,3,23,15,83,29
10.1002-14651858.CD009422.pub4,13,4,24,11,95,31
10.1002-14651858.CD012658.pub2,23,11,46,11,128,50
10.1002-14651858.CD010054.pub2,9,2,25,19,76,19
10.1002-14651858.CD013458.pub2,19,7,37,16,84,29
10.1002-14651858.CD013564.pub2,5,9,15,24,54,20
10.1002-14651858.CD007667.pub3,19,4,37,20,129,51
10.1002-14651858.CD007668.pub3,15,5,36,20,118,68
10.1002-14651858.CD012826.pub2,21,5,28,12,63,30
10.1002-14651858.CD009233.pub3,10,5,44,13,120,47
10.1002-14651858.CD007421.pub4,18,6,16,12,77,33
10.1002-14651858.CD008652.pub4,8,3,28,18,63,18
10.1002-14651858.CD013708,12,4,25,17,73,26
10.1002-14651858.CD011216.pub2,24,13,40,19,97,48
10.1002-14651858.CD001533.pub6,23,1,35,16,136,28
10.1002-14651858.CD013066.pub2,13,7,33,24,86,29
10.1002-14651858.CD013097.pub2,14,16,31,20,108,32
10.1002-14651858.CD000544.pub5,25,1,37,21,133,47
10.1002-14651858.CD010515.pub2,11,9,57,20,85,32
10.1002-14651858.CD007807.pub4,23,8,36,30,115,49
10.1002-14651858.CD008213.pub3,13,5,28,15,107,21
10.1002-14651858.CD013054.pub2,34,6,41,26,129,52
10.1002-14651858.CD013359.pub2,21,2,49,14,90,47
10.1002-14651858.CD007372.pub4,25,4,36,10,82,42
10.1002-14651858.CD004834.pub3,19,7,49,10,122,39
10.1002-14651858.CD004004.pub4,35,3,29,19,148,50
10.1002-14651858.CD000341.pub3,12,2,26,19,68,31
10.1002-14651858.CD013113.pub2,24,4,31,20,88,25
10.1002-14651858.CD013260.pub2,7,2,13,15,46,9
10.1002-14651858.CD002845.pub3,36,8,40,17,110,64
10.1002-14651858.CD003416.pub5,21,11,35,23,111,25
10.1002-14651858.CD011737.pub3,13,2,37,13,79,25
10.1002-14651858.CD010285.pub3,19,3,30,19,122,50
10.1002-14651858.CD009638.pub3,16,3,27,12,82,36
10.1002-14651858.CD004370.pub4,27,4,34,18,136,54
10.1002-14651858.CD009716.pub2,10,0,22,9,69,33
10.1002-14651858.CD013202.pub2,5,0,25,10,44,10
10.1002-14651858.CD012656.pub3,25,11,38,10,100,33
10.1002-14651858.CD003150.pub3,22,5,39,27,93,31
10.1002-14651858.CD012927.pub2,9,10,59,23,113,51
10.1002-14651858.CD013699,18,11,45,21,133,34
10.1002-14651858.CD013641.pub2,26,8,19,24,87,31
10.1002-14651858.CD009438.pub2,19,11,61,53,124,58
10.1002-14651858.CD007407.pub4,18,4,48,32,126,69
10.1002-14651858.CD013063.pub2,22,11,45,26,112,55
10.1002-14651858.CD012451.pub2,14,2,34,12,106,38
10.1002-14651858.CD005552.pub3,31,12,40,19,125,38
10.1002-14651858.CD012012.pub2,11,5,41,15,111,67
10.1002-14651858.CD000543.pub5,15,1,27,21,81,29
10.1002-14651858.CD007789.pub3,31,6,41,14,121,43
10.1002-14651858.CD013267.pub2,11,3,26,8,88,39
10.1002-14651858.CD008016.pub3,12,3,16,13,90,30
10.1002-14651858.CD013461.pub2,19,6,31,15,107,57
10.1002-14651858.CD008227.pub4,17,4,31,15,95,22
10.1002-14651858.CD012977.pub2,25,5,43,28,147,49
10.1002-14651858.CD011625.pub3,21,12,45,33,106,57
10.1002-14651858.CD013469.pub2,12,2,17,10,37,20
10.1002-14651858.CD011504.pub3,17,14,64,53,117,70
10.1002-14651858.CD013209.pub2,15,1,22,4,47,29
10.1002-14651858.CD010810.pub4,10,2,24,9,45,16
10.1002-14651858.CD012328.pub2,32,5,25,10,104,61
10.1002-14651858.CD012022.pub2,19,5,35,33,115,67
10.1002-14651858.CD004398.pub4,15,3,28,49,108,35
10.1002-14651858.CD009966.pub3,18,3,39,9,69,48
10.1002-14651858.CD007302.pub3,14,5,17,17,84,29
10.1002-14651858.CD013325.pub2,29,4,34,29,91,43
10.1002-14651858.CD008058.pub3,25,6,31,22,101,58
10.1002-14651858.CD013392.pub2,11,7,33,13,80,40
10.1002-14651858.CD005276.pub4,27,7,26,34,117,55
10.1002-14651858.CD000493.pub3,22,4,25,19,77,25
10.1002-14651858.CD003146.pub4,18,5,46,15,116,60
10.1002-14651858.CD004345.pub3,28,7,47,36,116,58
10.1002-14651858.CD012241.pub2,6,3,18,13,78,36
10.1002-14651858.CD012129.pub3,23,8,31,16,107,23
10.1002-14651858.CD001416.pub5,18,3,22,21,101,28
10.1002-14651858.CD013651.pub2,29,9,13,18,85,39
10.1002-14651858.CD007037.pub4,14,3,16,5,65,14
10.1002-14651858.CD012990.pub2,17,6,24,28,89,41
10.1002-14651858.CD013031.pub2,11,6,30,23,108,21
10.1002-14651858.CD012739.pub2,24,7,40,11,116,43
10.1002-14651858.CD013168.pub2,6,5,26,13,48,20
10.1002-14651858.CD010525.pub3,23,1,30,21,85,43
10.1002-14651858.CD009833.pub2,13,3,35,28,84,19
10.1002-14651858.CD009209.pub3,30,16,43,26,130,43
10.1002-14651858.CD013684,20,4,45,15,91,46
10.1002-14651858.CD013006.pub2,15,5,32,25,75,29
10.1002-14651858.CD001298.pub5,18,7,37,36,124,60
10.1002-14651858.CD011378.pub2,15,1,35,20,105,36
10.1002-14651858.CD006634.pub3,21,1,20,6,60,24
10.1002-14651858.CD012554.pub2,20,8,35,21,114,39
10.1002-14651858.CD006932.pub4,6,1,11,13,46,13
10.1002-14651858.CD005331.pub3,13,5,31,12,127,57
10.1002-14651858.CD008037.pub4,26,7,31,23,82,37
10.1002-14651858.CD013497.pub2,22,3,21,28,67,31
10.1002-14651858.CD001304.pub3,18,7,19,19,56,17
10.1002-14651858.CD004945.pub5,23,5,46,20,139,71
10.1002-14651858.CD013268.pub2,11,0,21,16,58,17
10.1002-14651858.CD013680,27,14,56,17,94,67
10.1002-14651858.CD013679,27,17,48,10,98,55
10.1002-14651858.CD007026.pub6,9,1,38,15,117,37
10.1002-14651858.CD008946.pub3,23,10,47,19,137,44
10.1002-14651858.CD012362.pub3,12,4,21,16,60,26
10.1002-14651858.CD009510.pub3,29,1,36,12,121,47
10.1002-14651858.CD005583.pub3,12,2,24,17,91,31
10.1002-14651858.CD013305.pub2,26,7,44,24,103,86
10.1002-14651858.CD009169.pub3,25,1,26,17,109,48
10.1002-14651858.CD012527.pub2,20,6,40,14,72,48
10.1002-14651858.CD009533.pub2,26,8,21,18,94,24
10.1002-14651858.CD007001.pub5,8,2,18,13,47,7
10.1002-14651858.CD011845.pub2,11,3,39,22,97,50
10.1002-14651858.CD003149.pub4,37,3,36,17,106,32
10.1002-14651858.CD013017.pub2,19,6,49,21,107,31
10.1002-14651858.CD007783.pub3,9,1,23,23,67,28
10.1002-14651858.CD011174.pub2,25,0,26,24,92,62
10.1002-14651858.CD002251.pub4,15,7,31,15,99,57
10.1002-14651858.CD013663,28,8,38,27,103,40
10.1002-14651858.CD012787.pub2,13,1,30,9,95,19
10.1002-14651858.CD001835.pub5,24,1,30,13,130,48
10.1002-14651858.CD012011.pub2,15,4,31,21,96,26
10.1002-14651858.CD001901.pub3,21,0,25,16,97,22
10.1002-14651858.CD013165.pub2,28,7,48,10,109,49
10.1002-14651858.CD013333.pub2,13,2,27,30,81,40
10.1002-14651858.CD013459.pub2,21,7,36,13,94,41
10.1002-14651858.CD013652,39,12,56,37,178,50
10.1002-14651858.CD007462.pub5,27,6,33,31,114,61
10.1002-14651858.CD012970.pub2,30,4,40,10,87,36
10.1002-14651858.CD001903.pub5,30,7,34,27,116,48
10.1002-14651858.CD009829.pub2,20,7,38,20,101,44
10.1002-14651858.CD003959.pub4,16,1,29,10,64,15
10.1002-14651858.CD008428.pub3,12,3,31,21,115,39
10.1002-14651858.CD009336.pub3,14,3,27,16,85,40
10.1002-14651858.CD010985.pub4,7,1,13,8,29,10
10.1002-14651858.CD012272.pub3,16,6,21,14,38,10
10.1002-14651858.CD012735.pub2,16,0,27,5,96,14
10.1002-14651858.CD005982.pub3,18,1,34,9,98,36
10.1002-14651858.CD012648.pub2,10,8,33,20,100,37
10.1002-14651858.CD013001.pub2,20,7,29,19,59,24
10.1002-14651858.CD012726.pub2,21,11,27,31,132,46
10.1002-14651858.CD002126.pub4,24,9,30,18,114,57
10.1002-14651858.CD013013.pub2,12,2,27,19,65,21
10.1002-14651858.CD012824.pub2,29,6,25,20,77,34
10.1002-14651858.CD012394.pub3,17,0,50,9,134,53
10.1002-14651858.CD012572.pub2,13,6,37,16,101,52
10.1002-14651858.CD009528.pub5,16,3,14,8,78,21
10.1002-14651858.CD010004.pub5,16,4,17,11,63,19
10.1002-14651858.CD012906.pub2,21,0,30,11,113,32
10.1002-14651858.CD006590.pub3,15,4,24,17,137,38
10.1002-14651858.CD012431.pub2,23,3,22,10,125,41
10.1002-14651858.CD013002.pub2,17,2,24,11,69,22
10.1002-14651858.CD008482.pub6,16,3,28,13,74,30
10.1002-14651858.CD000343.pub4,5,2,24,10,45,23
10.1002-14651858.CD007568.pub2,34,6,61,34,163,57
10.1002-14651858.CD009958.pub3,33,0,42,19,124,42
10.1002-14651858.CD013636,12,2,30,15,103,30
10.1002-14651858.CD012947.pub2,19,5,29,14,73,23
10.1002-14651858.CD005266.pub2,11,3,24,12,66,21
10.1002-14651858.CD010858.pub3,17,3,54,9,123,44
10.1002-14651858.CD012284.pub3,22,5,22,12,92,26
10.1002-14651858.CD013633,19,6,37,22,120,34
10.1002-14651858.CD009887.pub5,13,1,20,18,79,24
10.1002-14651858.CD008552.pub7,13,3,42,25,112,63
10.1002-14651858.CD012885.pub2,11,1,23,13,73,23
10.1002-14651858.CD005950.pub5,18,3,24,19,106,55
10.1002-14651858.CD013629,22,7,40,53,112,17
10.1002-14651858.CD013632,20,6,38,32,136,38
10.1002-14651858.CD007334.pub5,16,4,24,20,54,11
10.1002-14651858.CD011475.pub3,27,5,29,20,97,40
10.1002-14651858.CD004192.pub4,23,9,22,10,144,57
10.1002-14651858.CD011505.pub2,35,9,51,28,95,44
10.1002-14651858.CD012877.pub2,14,2,20,14,106,28
10.1002-14651858.CD006961.pub5,16,2,12,13,84,25
10.1002-14651858.CD008602.pub4,27,11,30,21,106,45
10.1002-14651858.CD011621.pub5,16,22,48,21,147,59
10.1002-14651858.CD009880.pub3,12,2,33,16,66,27
10.1002-14651858.CD006126.pub4,15,5,32,19,114,45
10.1002-14651858.CD009561.pub3,10,2,21,11,32,9
10.1002-14651858.CD013238.pub2,20,2,36,13,92,27
10.1002-14651858.CD003689.pub4,14,2,55,18,90,60
10.1002-14651858.CD012616.pub2,24,4,31,15,84,36
10.1002-14651858.CD007352.pub3,15,2,17,15,58,31
10.1002-14651858.CD012825.pub2,6,7,16,13,44,13
10.1002-14651858.CD012419.pub2,25,8,59,38,118,60
10.1002-14651858.CD011898.pub2,15,0,22,12,88,33
10.1002-14651858.CD013212.pub2,20,9,35,13,57,26
10.1002-14651858.CD007471.pub4,29,5,42,24,126,67
10.1002-14651858.CD013352.pub2,26,4,29,17,111,40
10.1002-14651858.CD002785.pub2,17,1,30,20,118,52
10.1002-14651858.CD011941.pub2,22,8,39,20,126,42
10.1002-14651858.CD012208.pub2,40,3,38,22,128,43
10.1002-14651858.CD002911.pub3,23,13,32,14,122,65
10.1002-14651858.CD011033.pub4,22,0,39,5,70,41
10.1002-14651858.CD012955.pub2,23,4,32,17,132,50
10.1002-14651858.CD003879.pub5,26,10,33,18,132,53
10.1002-14651858.CD012864.pub2,20,7,46,20,108,44
10.1002-14651858.CD012852.pub2,22,3,45,17,117,27
10.1002-14651858.CD008268.pub3,9,4,25,12,77,27
10.1002-14651858.CD011368.pub2,40,8,46,17,108,51
10.1002-14651858.CD002309.pub6,23,1,37,25,130,47
10.1002-14651858.CD008649.pub4,49,13,40,23,152,39
10.1002-14651858.CD011189.pub2,11,3,19,12,47,20
10.1002-14651858.CD010996.pub3,18,2,25,16,70,26
10.1002-14651858.CD011459.pub2,25,3,32,19,124,60
10.1002-14651858.CD006842.pub5,28,4,32,15,108,41
10.1002-14651858.CD011365.pub2,27,4,28,18,123,41
10.1002-14651858.CD012662.pub2,14,5,42,27,101,52
10.1002-14651858.CD011855.pub3,11,2,13,9,43,9
10.1002-14651858.CD010822.pub4,10,0,18,4,28,14
10.1002-14651858.CD013594,4,1,19,16,62,38
10.1002-14651858.CD013597,8,0,23,16,59,10
10.1002-14651858.CD007286.pub5,17,2,30,18,88,28
10.1002-14651858.CD007892.pub7,19,4,31,23,103,39
10.1002-14651858.CD000197.pub4,19,2,37,21,130,33
10.1002-14651858.CD000031.pub5,27,7,38,41,114,54
10.1002-14651858.CD013280.pub2,23,7,22,19,118,48
10.1002-14651858.CD013153.pub2,18,4,23,24,76,26
10.1002-14651858.CD013582,16,6,47,62,112,36
10.1002-14651858.CD010529.pub3,26,7,45,35,125,39
10.1002-14651858.CD012879.pub2,30,4,49,16,117,58
10.1002-14651858.CD003769.pub5,12,2,31,26,75,49
10.1002-14651858.CD012253.pub3,4,1,16,5,34,7
10.1002-14651858.CD012395.pub2,13,6,27,13,122,39
10.1002-14651858.CD011882.pub3,21,0,29,13,100,20
10.1002-14651858.CD009894.pub3,26,1,40,9,131,60
10.1002-14651858.CD013231.pub2,12,3,21,11,80,36
10.1002-14651858.CD012581.pub2,21,0,34,19,110,30
10.1002-14651858.CD002290.pub5,19,14,43,14,141,40
10.1002-14651858.CD012626.pub2,24,0,21,14,86,48
10.1002-14651858.CD013581,30,2,28,27,122,52
10.1002-14651858.CD012005.pub2,32,8,37,5,98,39
10.1002-14651858.CD010599.pub2,13,2,29,10,95,27
10.1002-14651858.CD002201.pub6,18,4,33,17,117,46
10.1002-14651858.CD012333.pub2,16,1,63,23,106,51
10.1002-14651858.CD013376.pub2,9,3,45,25,99,37
10.1002-14651858.CD012566.pub2,25,9,41,27,120,33
10.1002-14651858.CD009196.pub5,9,3,14,15,41,5
10.1002-14651858.CD013104.pub2,6,1,28,15,54,21
10.1002-14651858.CD012124.pub2,34,7,32,13,119,47
10.1002-14651858.CD013422.pub2,15,2,29,10,90,55
10.1002-14651858.CD010763.pub2,14,10,40,18,94,54
10.1002-14651858.CD013577,17,3,40,32,130,45
10.1002-14651858.CD013141.pub2,19,2,28,8,71,23
10.1002-14651858.CD010205.pub2,23,7,29,9,92,34
10.1002-14651858.CD007736.pub3,24,7,24,26,90,26
10.1002-14651858.CD012946.pub2,13,3,21,13,85,20
10.1002-14651858.CD012309.pub2,24,0,30,25,118,36
10.1002-14651858.CD012389.pub3,17,12,51,12,118,47
10.1002-14651858.CD004198.pub4,14,3,31,19,67,23
10.1002-14651858.CD010596.pub3,16,2,27,9,92,29
10.1002-14651858.CD007738.pub3,17,4,25,20,112,41
10.1002-14651858.CD009529.pub4,15,6,15,11,52,15
10.1002-14651858.CD011792.pub3,13,3,55,16,123,30
10.1002-14651858.CD007137.pub6,3,3,33,13,97,40
10.1002-14651858.CD012056.pub3,8,3,25,8,40,12
10.1002-14651858.CD013018.pub2,11,3,26,8,73,28
10.1002-14651858.CD004455.pub5,17,3,37,10,72,29
10.1002-14651858.CD011942.pub2,18,5,49,56,98,26
10.1002-14651858.CD010582.pub2,17,0,23,16,81,36
10.1002-14651858.CD013251.pub2,11,4,17,20,86,30
10.1002-14651858.CD012982.pub2,15,8,61,16,117,43
10.1002-14651858.CD001277.pub4,16,2,28,12,122,33
10.1002-14651858.CD013261.pub2,35,7,38,26,110,45
10.1002-14651858.CD005136.pub4,9,3,19,11,58,23
10.1002-14651858.CD000475.pub4,18,7,44,24,100,52
10.1002-14651858.CD001909.pub3,25,1,25,13,91,32
10.1002-14651858.CD003316.pub7,20,3,38,9,73,39
10.1002-14651858.CD012517.pub2,22,3,61,15,148,46
10.1002-14651858.CD013559,24,6,22,26,127,38
10.1002-14651858.CD004953.pub4,21,5,23,20,113,51
10.1002-14651858.CD009249.pub5,12,1,11,13,54,25
10.1002-14651858.CD010215.pub2,26,8,65,28,123,58
10.1002-14651858.CD012935.pub2,8,4,19,11,70,19
10.1002-14651858.CD013222.pub2,12,2,23,11,66,25
10.1002-14651858.CD011154.pub2,27,14,51,21,110,64
10.1002-14651858.CD010159.pub2,14,1,25,10,77,21
10.1002-14651858.CD013253.pub2,8,5,20,11,41,23
10.1002-14651858.CD003965.pub3,24,3,46,7,102,43
10.1002-14651858.CD009498.pub4,23,5,38,13,99,36
10.1002-14651858.CD009621.pub4,16,4,31,15,76,36
10.1002-14651858.CD012880.pub2,12,7,38,23,95,58
10.1002-14651858.CD012740.pub2,25,4,31,14,125,35
10.1002-14651858.CD013181.pub2,22,5,29,21,103,55
10.1002-14651858.CD013538,25,4,44,30,112,44
10.1002-14651858.CD011573.pub2,24,4,32,16,111,36
10.1002-14651858.CD007443.pub3,30,6,32,18,121,43
10.1002-14651858.CD008962.pub2,16,5,40,17,98,35
10.1002-14651858.CD010078.pub3,25,6,41,30,105,50
10.1002-14651858.CD012433.pub2,24,4,27,16,88,43
10.1002-14651858.CD002141.pub3,2,2,32,9,91,47
10.1002-14651858.CD005573.pub3,27,13,42,19,141,45
10.1002-14651858.CD001838.pub6,26,7,38,16,166,66
10.1002-14651858.CD012681.pub2,19,4,31,23,106,35
10.1002-14651858.CD012762.pub2,27,2,34,17,98,28
10.1002-14651858.CD005004.pub3,12,4,38,20,98,32
10.1002-14651858.CD009628.pub2,15,3,36,22,156,26
10.1002-14651858.CD003177.pub5,5,3,42,11,78,29
10.1002-14651858.CD008959.pub3,27,3,59,21,131,51
10.1002-14651858.CD008816.pub4,21,7,22,9,111,59
10.1002-14651858.CD001168.pub3,21,5,35,27,77,40
10.1002-14651858.CD012670.pub2,21,3,29,21,97,23
10.1002-14651858.CD000451.pub3,25,9,34,18,101,56
10.1002-14651858.CD011024.pub2,15,7,27,16,108,58
10.1002-14651858.CD012277.pub3,23,9,38,32,137,66
10.1002-14651858.CD013022.pub2,14,6,28,29,109,35
10.1002-14651858.CD012466.pub2,21,6,41,17,112,37
10.1002-14651858.CD011961.pub2,20,5,41,21,106,53
10.1002-14651858.CD011019.pub3,5,4,19,14,53,23
10.1002-14651858.CD013543,17,2,37,23,124,44
10.1002-14651858.CD000515.pub5,14,1,52,8,84,26
10.1002-14651858.CD010167.pub3,14,1,18,29,57,31
10.1002-14651858.CD010722.pub2,22,4,46,14,101,20
10.1002-14651858.CD012254.pub2,11,3,29,25,76,47
10.1002-14651858.CD010196.pub3,16,0,14,14,87,29
10.1002-14651858.CD004292.pub4,3,3,15,21,78,41
10.1002-14651858.CD003481.pub8,18,1,33,7,109,29
10.1002-14651858.CD001122.pub5,38,12,44,11,123,78
10.1002-14651858.CD004863.pub6,18,3,44,14,123,35
10.1002-14651858.CD004865.pub4,18,0,22,3,68,16
10.1002-14651858.CD011779.pub3,12,3,49,15,90,49
10.1002-14651858.CD010222.pub4,16,4,19,14,56,16
10.1002-14651858.CD010569.pub3,22,4,22,27,98,26
10.1002-14651858.CD006030.pub4,22,2,37,19,135,28
10.1002-14651858.CD006080.pub3,28,2,43,22,136,64
10.1002-14651858.CD009232.pub2,29,11,37,20,133,61
10.1002-14651858.CD007920.pub3,10,0,32,17,97,29
10.1002-14651858.CD010316.pub3,23,0,34,24,82,33
10.1002-14651858.CD008717.pub3,18,1,33,14,91,37
10.1002-14651858.CD005254.pub4,14,5,17,4,57,15
10.1002-14651858.CD010255.pub3,33,0,45,35,147,94
10.1002-14651858.CD012988.pub2,19,2,25,28,102,41
10.1002-14651858.CD011708.pub2,14,5,39,23,90,39
10.1002-14651858.CD000361.pub4,25,4,29,5,67,22
10.1002-14651858.CD001239.pub6,17,2,29,7,103,43
10.1002-14651858.CD003857.pub4,18,3,41,10,82,40
10.1002-14651858.CD003437.pub4,9,3,68,21,128,85
10.1002-14651858.CD012559.pub2,25,8,41,21,84,50
10.1002-14651858.CD001754.pub5,37,11,36,24,123,50
10.1002-14651858.CD004868.pub6,23,3,27,11,83,24
10.1002-14651858.CD012381.pub2,28,1,30,7,130,34
10.1002-14651858.CD004213.pub5,12,3,33,18,106,39
10.1002-14651858.CD010061.pub4,23,4,40,12,129,45
10.1002-14651858.CD011219.pub4,14,6,25,12,100,26
10.1002-14651858.CD010333.pub3,16,6,26,15,98,30
10.1002-14651858.CD006543.pub2,21,1,59,22,122,47
10.1002-14651858.CD008630.pub5,21,2,32,26,83,23
10.1002-14651858.CD013128.pub2,26,9,28,39,134,42
10.1002-14651858.CD012501.pub2,14,0,39,11,118,15
10.1002-14651858.CD013226.pub2,16,4,29,21,95,52
10.1002-14651858.CD011377.pub2,30,8,51,16,122,45
10.1002-14651858.CD012196.pub2,23,1,32,18,98,35
10.1002-14651858.CD012949.pub2,22,6,45,15,93,41
10.1002-14651858.CD004770.pub3,30,13,34,27,131,34
10.1002-14651858.CD010885.pub5,26,3,25,19,74,26
10.1002-14651858.CD009229.pub3,23,4,19,15,85,23
10.1002-14651858.CD011628.pub2,39,10,50,20,118,57
10.1002-14651858.CD001836.pub4,19,3,31,24,92,17
10.1002-14651858.CD010904.pub3,19,3,34,25,120,29
10.1002-14651858.CD007074.pub3,22,2,31,13,111,51
10.1002-14651858.CD011919.pub2,13,2,22,9,60,26
10.1002-14651858.CD011895.pub2,17,7,42,21,93,60
10.1002-14651858.CD007843.pub4,18,8,21,12,59,20
10.1002-14651858.CD013125.pub2,28,5,41,15,119,39
10.1002-14651858.CD012093.pub2,34,12,43,22,97,62
10.1002-14651858.CD013123.pub2,11,4,25,8,77,37
10.1002-14651858.CD013203.pub2,24,6,32,20,90,50
10.1002-14651858.CD005534.pub3,20,2,14,7,66,22
10.1002-14651858.CD012991.pub2,18,3,25,17,102,50
10.1002-14651858.CD003232.pub4,27,7,42,6,105,43
10.1002-14651858.CD009256.pub3,14,3,28,16,87,20
10.1002-14651858.CD012643.pub3,24,5,28,32,127,27
10.1002-14651858.CD004916.pub4,15,2,26,12,95,47
10.1002-14651858.CD011659.pub2,7,1,29,9,53,12
10.1002-14651858.CD013152.pub2,11,6,19,7,44,26
10.1002-14651858.CD011935.pub2,9,7,23,23,94,28
10.1002-14651858.CD012614.pub2,24,14,30,21,132,35
10.1002-14651858.CD013055.pub2,16,5,37,17,95,34
10.1002-14651858.CD006282.pub5,15,2,44,14,135,56
10.1002-14651858.CD013056.pub2,27,6,46,16,108,47
10.1002-14651858.CD012547.pub2,17,1,57,18,123,46
10.1002-14651858.CD013051.pub2,30,3,47,23,116,51
10.1002-14651858.CD003983.pub3,24,7,36,26,120,29
10.1002-14651858.CD008669.pub3,20,3,28,20,118,30
10.1002-14651858.CD009197.pub4,16,6,38,20,87,36
10.1002-14651858.CD013137.pub2,9,6,28,13,82,33
10.1002-14651858.CD013299.pub2,12,4,28,16,96,61
10.1002-14651858.CD010149.pub3,31,7,26,10,89,38
10.1002-14651858.CD013252.pub2,7,4,24,13,74,27
10.1002-14651858.CD013319.pub2,12,2,29,18,83,41
10.1002-14651858.CD013084.pub2,19,4,27,27,99,29
10.1002-14651858.CD011742.pub3,21,6,23,24,90,34
10.1002-14651858.CD009359.pub2,16,1,19,9,68,21
10.1002-14651858.CD011780.pub2,18,2,39,15,81,18
10.1002-14651858.CD011016.pub2,19,4,32,17,66,30
10.1002-14651858.CD011400.pub2,20,6,42,30,111,50
10.1002-14651858.CD001174.pub4,18,8,43,23,98,47
10.1002-14651858.CD013505,29,10,53,18,111,49
10.1002-14651858.CD012484.pub2,14,0,39,24,134,57
10.1002-14651858.CD012801.pub2,27,4,24,25,117,39
10.1002-14651858.CD012300.pub2,22,2,27,9,102,47
10.1002-14651858.CD013282.pub2,17,3,50,21,100,21
10.1002-14651858.CD010557.pub2,23,1,38,12,150,61
10.1002-14651858.CD012646.pub2,8,4,19,10,46,17
10.1002-14651858.CD011633.pub3,9,2,18,15,55,14
10.1002-14651858.CD004290.pub3,23,7,43,18,134,54
10.1002-14651858.CD010910.pub3,9,0,29,9,126,60
10.1002-14651858.CD008661.pub2,21,5,31,32,103,37
10.1002-14651858.CD012804.pub2,23,4,28,17,143,38
10.1002-14651858.CD012918.pub2,19,4,40,24,93,44
10.1002-14651858.CD001088.pub4,16,2,26,17,102,63
10.1002-14651858.CD012767.pub2,29,5,32,19,91,30
10.1002-14651858.CD010808.pub2,15,1,16,23,68,18
10.1002-14651858.CD007370.pub4,11,0,11,5,43,23
10.1002-14651858.CD011927.pub2,12,0,23,15,85,28
10.1002-14651858.CD009324.pub5,20,0,22,19,64,24
10.1002-14651858.CD012213.pub2,26,2,33,16,79,33
10.1002-14651858.CD006281.pub5,23,2,34,29,131,49
10.1002-14651858.CD007794.pub3,13,1,13,14,59,15
10.1002-14651858.CD011326.pub2,6,1,9,4,20,10
10.1002-14651858.CD002239.pub4,26,16,44,23,123,48
10.1002-14651858.CD013502,20,4,44,18,114,37
10.1002-14651858.CD011588.pub3,18,2,32,20,94,35
10.1002-14651858.CD011822.pub2,23,0,25,22,58,23
10.1002-14651858.CD011207.pub2,19,2,39,24,90,50
10.1002-14651858.CD003907.pub5,14,5,53,15,133,31
10.1002-14651858.CD002243.pub4,13,6,32,16,76,34
10.1002-14651858.CD011260.pub2,18,15,53,17,130,53
10.1002-14651858.CD004344.pub7,15,2,14,13,62,24
10.1002-14651858.CD011359.pub2,9,0,33,22,94,38
10.1002-14651858.CD011257.pub2,21,2,40,27,96,34
10.1002-14651858.CD012803.pub2,13,2,23,23,97,38
10.1002-14651858.CD012459.pub2,17,5,39,30,102,32
10.1002-14651858.CD009629.pub4,12,2,13,9,103,24
10.1002-14651858.CD008558.pub2,24,6,40,18,106,50
10.1002-14651858.CD004542.pub3,19,4,40,14,105,50
10.1002-14651858.CD003531.pub4,22,7,37,23,140,44
10.1002-14651858.CD008557.pub4,9,3,15,9,52,23
10.1002-14651858.CD003006.pub4,19,5,28,21,94,25
10.1002-14651858.CD011968.pub3,8,1,20,16,95,49
10.1002-14651858.CD001176.pub5,11,0,22,3,133,48
10.1002-14651858.CD012348.pub2,24,1,30,28,116,52
10.1002-14651858.CD012745.pub2,28,4,42,24,106,46
10.1002-14651858.CD012475.pub2,17,2,24,12,119,50
10.1002-14651858.CD012631.pub2,12,4,37,25,136,59
10.1002-14651858.CD003147.pub5,34,4,33,27,128,43
10.1002-14651858.CD009501.pub2,27,1,26,10,104,53
10.1002-14651858.CD013243.pub2,24,4,38,23,111,42
10.1002-14651858.CD011284.pub2,12,4,35,12,54,31
10.1002-14651858.CD000490.pub4,19,7,26,12,85,35
10.1002-14651858.CD013487,16,8,36,12,133,40
10.1002-14651858.CD011725.pub2,4,4,9,19,33,10
10.1002-14651858.CD011287.pub2,16,1,38,11,65,33
10.1002-14651858.CD013479,28,5,51,25,160,36
10.1002-14651858.CD011931.pub2,23,9,23,13,99,44
10.1002-14651858.CD003594.pub6,24,12,52,13,108,43
10.1002-14651858.CD012425.pub2,17,5,48,23,132,58
10.1002-14651858.CD011559.pub2,18,1,27,15,87,29
10.1002-14651858.CD003511.pub5,15,4,24,14,80,26
10.1002-14651858.CD012155.pub2,24,6,56,22,103,52
10.1002-14651858.CD012024.pub3,23,3,28,12,117,40
10.1002-14651858.CD013240.pub2,12,1,29,27,92,36
10.1002-14651858.CD009977.pub2,20,4,33,17,112,26
10.1002-14651858.CD012487.pub2,17,2,39,16,104,55
10.1002-14651858.CD012187.pub2,25,4,49,15,105,32
10.1002-14651858.CD012267.pub2,21,7,28,20,114,17
10.1002-14651858.CD012898.pub2,21,5,27,22,101,33
